"id","Age","Citizenship","Status","Lifeboat","Adult.Minor","Sex","Survived","Pasajero","Class"
"746",43,"British","Single","No","Adult","Male","Saved","Passenger","Second"
"747",32.7167051578137,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"748",41,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"749",33,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"750",33,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"751",30,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"752",62,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"753",32.7167051578137,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"754",14,"British","Single","Si","Infant","Male","Saved","Passenger","Second"
"755",24,"British","Married","Si","Adult","Female","Saved","Passenger","Second"
"756",39,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"757",32.7167051578137,"British","Single","No","Infant","Male","Lost","Passenger","Second"
"758",38,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"759",9,"British","Single","No","Minor","Female","Lost","Passenger","Second"
"760",34,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"761",43,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"762",40,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"763",39,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"764",46,"USA","Married","No","Adult","Male","Lost","Passenger","Second"
"765",32.7167051578137,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"766",31,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"767",32.7167051578137,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"768",31,"British","Single","No","Adult","Female","Saved","Passenger","Second"
"769",33,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"770",32.7167051578137,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"771",33,"USA","Married","No","Adult","Male","Lost","Passenger","Second"
"772",30,"USA","Married","No","Adult","Female","Saved","Passenger","Second"
"773",19,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"774",41,"USA","Married","No","Adult","Male","Lost","Passenger","Second"
"775",40,"USA","Married","No","Adult","Female","Lost","Passenger","Second"
"776",32.7167051578137,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"777",32.7167051578137,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"778",36,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"779",30,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"780",22,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"781",21,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"782",3,"British","Single","No","Infant","Female","Lost","Passenger","Second"
"783",32.7167051578137,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"784",32.7167051578137,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"785",32.7167051578137,"British","Single","No","Infant","Male","Lost","Passenger","Second"
"786",31,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"787",32.7167051578137,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"788",44,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"789",32.7167051578137,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"790",32.7167051578137,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"791",31,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"792",51,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"793",45,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"794",22,"British","Single","No","Adult","Female","Saved","Passenger","Second"
"795",38,"USA","Married","No","Adult","Male","Saved","Passenger","Second"
"796",28,"USA","Married","No","Adult","Female","Lost","Passenger","Second"
"797",32.7167051578137,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"798",32,"British","Single","Si","Adult","Male","Saved","Passenger","Second"
"799",17,"British","Single","Si","Infant","Male","Saved","Passenger","Second"
"800",27,"British","Married","Si","Adult","Female","Saved","Passenger","Second"
"801",31,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"802",13,"British","Single","No","Infant","Male","Lost","Passenger","Second"
"803",32.7167051578137,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"804",36,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"805",32.7167051578137,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"806",37,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"807",34,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"808",31,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"809",32,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"810",43,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"811",52,"USA","Married","No","Adult","Female","Lost","Passenger","Second"
"812",32.7167051578137,"Belgian","Single","No","Adult","Male","Lost","Passenger","Second"
"813",32.7167051578137,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"814",40,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"815",32.7167051578137,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"816",6,"British","Single","No","Minor","Male","Lost","Passenger","Second"
"817",32.7167051578137,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"818",2,"USA","Single","Si","Infant","Male","Saved","Passenger","Second"
"819",29,"USA","Married","Si","Adult","Female","Saved","Passenger","Second"
"820",32.7167051578137,"British","Single","No","Adult","Female","Saved","Passenger","Second"
"821",12,"British","Single","Si","Minor","Female","Saved","Passenger","Second"
"822",35,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"823",26,"British","Single","No","Adult","Male","Saved","Passenger","Second"
"824",32.7167051578137,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"825",32.7167051578137,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"826",47,"USA","Married","No","Adult","Male","Saved","Passenger","Second"
"827",19,"Spanish","Married","No","Adult","Male","Saved","Passenger","Second"
"828",21,"British","Single","No","Adult","Male","Saved","Passenger","Second"
"829",30,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"830",25,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"831",45,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"832",32.7167051578137,"British","Single","No","Adult","Male","Saved","Passenger","Second"
"833",32.7167051578137,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"834",36,"USA","Single","No","Adult","Male","Saved","Passenger","Second"
"835",19,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"836",33,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"837",49,"USA","Single","No","Adult","Male","Lost","Passenger","Second"
"838",33,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"839",21,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"840",13,"British","Single","No","Infant","Female","Lost","Passenger","Second"
"841",29,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"842",32.7167051578137,"British","Married","Si","Adult","Female","Saved","Passenger","Second"
"843",8,"British","Single","Si","Minor","Female","Saved","Passenger","Second"
"844",10,"British","Single","Si","Minor","Female","Saved","Passenger","Second"
"845",5,"British","Single","No","Infant","Female","Lost","Passenger","Second"
"846",51,"USA","Married","No","Adult","Male","Lost","Passenger","Second"
"847",27,"USA","Married","No","Adult","Male","Saved","Passenger","Second"
"848",30,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"849",28,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"850",30,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"851",37,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"852",24,"British","Single","No","Adult","Female","Saved","Passenger","Second"
"853",28,"USA","Married","No","Adult","Male","Lost","Passenger","Second"
"854",42,"USA","Married","No","Adult","Male","Saved","Passenger","Second"
"855",59,"USA","Married","No","Adult","Male","Lost","Passenger","Second"
"856",65,"USA","Married","No","Adult","Female","Saved","Passenger","Second"
"857",39,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"858",22,"British","Single","No","Adult","Female","Saved","Passenger","Second"
"859",32.7167051578137,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"860",11,"British","Single","No","Minor","Male","Saved","Passenger","Second"
"861",16,"British","Single","No","Minor","Male","Saved","Passenger","Second"
"862",32.7167051578137,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"863",51,"USA","Single","No","Adult","Male","Lost","Passenger","Second"
"864",32.7167051578137,"Argentine","Single","No","Adult","Male","Lost","Passenger","Second"
"865",32.7167051578137,"British","Single","Si","Adult","Female","Saved","Passenger","Second"
"866",38,"British","Otros","No","Adult","Female","Lost","Passenger","Second"
"867",60,"USA","Married","No","Adult","Male","Lost","Passenger","Second"
"868",43,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"869",32.7167051578137,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"870",26,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"871",3,"British","Single","No","Minor","Female","Lost","Passenger","Second"
"872",59,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"873",35,"British","Single","No","Adult","Male","Saved","Passenger","Second"
"874",4,"USA","Single","No","Minor","Male","Lost","Passenger","Second"
"875",24,"USA","Married","No","Adult","Female","Lost","Passenger","Second"
"876",11,"USA","Single","No","Minor","Male","Lost","Passenger","Second"
"877",32,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"878",18,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"879",28,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"880",1,"British","Single","No","Infant","Male","Lost","Passenger","Second"
"881",27,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"882",32,"British","Married","Si","Adult","Male","Saved","Passenger","Second"
"883",26,"British","Married","Si","Adult","Female","Saved","Passenger","Second"
"884",38,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"885",36,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"886",32.7167051578137,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"887",36,"British","Single","Si","Adult","Female","Saved","Passenger","Second"
"888",32,"British","Single","No","Adult","Male","Saved","Passenger","Second"
"889",51,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"890",59,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"891",25,"British","Single","No","Adult","Female","Saved","Passenger","Second"
"892",27,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"893",63,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"894",61,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"895",48,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"896",37,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"897",40,"British","Otros","No","Adult","Female","Lost","Passenger","Second"
"898",10,"British","Single","No","Minor","Male","Saved","Passenger","Second"
"899",32,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"900",32.7167051578137,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"901",35,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"902",27,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"903",27,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"904",5,"British","Single","No","Infant","Female","Lost","Passenger","Second"
"905",26,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"906",32,"British","Married","Si","Adult","Male","Saved","Passenger","Second"
"907",32.7167051578137,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"908",31,"British","Married","Si","Adult","Female","Saved","Passenger","Second"
"909",29,"British","Single","No","Adult","Male","Saved","Passenger","Second"
"910",28,"British","Married","Si","Adult","Female","Saved","Passenger","Second"
"911",43,"British","Married","Si","Adult","Male","Saved","Passenger","Second"
"912",34,"USA","Married","No","Adult","Female","Saved","Passenger","Second"
"913",30,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"914",25,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"915",33,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"916",35,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"917",21,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"918",51,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"919",32.7167051578137,"British","Otros","No","Adult","Male","Saved","Passenger","Second"
"920",28,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"921",24,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"922",33,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"923",27,"USA","Married","No","Adult","Female","Lost","Passenger","Second"
"924",32.7167051578137,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"925",37,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"926",36,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"927",39,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"928",31,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"929",27,"British","Otros","Si","Adult","Male","Saved","Passenger","Second"
"930",32.7167051578137,"British","Single","No","Adult","Male","Saved","Passenger","Second"
"931",32.7167051578137,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"932",24,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"933",28,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"934",32.7167051578137,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"935",32.7167051578137,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"936",15,"British","Single","No","Infant","Male","Lost","Passenger","Second"
"937",29,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"938",32.7167051578137,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"939",25,"USA","Married","No","Adult","Male","Saved","Passenger","Second"
"940",7,"British","Single","No","Minor","Male","Saved","Passenger","Second"
"941",31,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"942",16,"British","Single","No","Minor","Female","Saved","Passenger","Second"
"943",32.7167051578137,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"944",42,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"945",34,"USA","Single","No","Adult","Female","Lost","Passenger","Second"
"946",32,"British","Otros","No","Adult","Female","Lost","Passenger","Second"
"947",2,"British","Single","No","Minor","Female","Lost","Passenger","Second"
"948",45,"British","Otros","No","Adult","Female","Lost","Passenger","Second"
"949",59,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"950",31,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"951",33,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"952",40,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"953",27,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"954",2,"British","Single","No","Minor","Female","Lost","Passenger","Second"
"955",8,"British","Single","No","Minor","Female","Lost","Passenger","Second"
"956",50,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"957",32.7167051578137,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"958",32.7167051578137,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"959",32,"British","Otros","Si","Adult","Male","Saved","Passenger","Second"
"960",26,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"961",50,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"962",32.7167051578137,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"963",32.7167051578137,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"964",51,"British","Single","No","Adult","Female","Saved","Passenger","Second"
"965",27,"British","Single","No","Adult","Female","Saved","Passenger","Second"
"966",28,"USA","Single","No","Adult","Female","Lost","Passenger","Second"
"967",60,"USA","Married","No","Adult","Female","Lost","Passenger","Second"
"968",31,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"969",31,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"970",5,"British","Single","No","Minor","Female","Saved","Passenger","Second"
"971",34,"British","Married","Si","Adult","Female","Saved","Passenger","Second"
"972",30,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"973",21,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"974",24,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"975",14,"British","Single","No","Infant","Female","Lost","Passenger","Second"
"976",38,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"977",11,"British","Single","No","Minor","Female","Saved","Passenger","Second"
"978",39,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"979",30,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"980",32.7167051578137,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"981",51,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"982",49,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"983",22,"British","Single","No","Adult","Male","Saved","Passenger","Second"
"984",29,"USA","Married","No","Adult","Male","Lost","Passenger","Second"
"985",29,"USA","Married","No","Adult","Female","Saved","Passenger","Second"
"986",52,"USA","Married","No","Adult","Female","Saved","Passenger","Second"
"987",16,"USA","Single","No","Minor","Female","Saved","Passenger","Second"
"988",31,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"989",63,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"990",38,"USA","Married","No","Adult","Female","Lost","Passenger","Second"
"991",33,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"992",32.7167051578137,"USA","Married","No","Adult","Female","Lost","Passenger","Second"
"993",60,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"994",56,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"995",32.7167051578137,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"996",19,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"997",21,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"998",55,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"999",7,"British","Single","No","Minor","Male","Saved","Passenger","Second"
"1000",32.7167051578137,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"1001",7,"British","Single","No","Minor","Female","Saved","Passenger","Second"
"1002",16,"British","Single","No","Minor","Female","Saved","Passenger","Second"
"1003",36,"British","Single","No","Adult","Female","Saved","Passenger","Second"
"1004",32.7167051578137,"British","Single","No","Adult","Male","Saved","Passenger","Second"
"1005",38,"French","Married","Si","Adult","Male","Saved","Passenger","Second"
"1006",32.7167051578137,"French","Single","Si","Infant","Male","Saved","Passenger","Second"
"1007",39,"French","Married","Si","Adult","Female","Saved","Passenger","Second"
"1008",2,"French","Single","Si","Minor","Female","Saved","Passenger","Second"
"1009",6,"French","Single","Si","Minor","Female","Saved","Passenger","Second"
"1010",31,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"1011",26,"British","Single","No","Adult","Female","Saved","Passenger","Second"
"1012",18,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"1013",53,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"1014",32.7167051578137,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"1015",34,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"1016",32.7167051578137,"British","Otros","No","Adult","Female","Lost","Passenger","Second"
"1017",8,"British","Single","No","Infant","Male","Lost","Passenger","Second"
"1018",32.7167051578137,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"1019",23,"British","Single","No","Adult","Female","Saved","Passenger","Second"
"1020",31,"British","Single","No","Adult","Female","Saved","Passenger","Second"
"1021",32.7167051578137,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"1022",38,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"1023",7,"British","Single","No","Minor","Male","Lost","Passenger","Second"
"1024",33,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"1025",32.7167051578137,"British","Single","No","Infant","Female","Lost","Passenger","Second"
"1026",25,"British","Single","No","Adult","Female","Saved","Passenger","Second"
"1027",32.7167051578137,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"1028",24,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"1029",32,"British","Single","No","Adult","Male","Saved","Passenger","Second"
"1030",21,"USA","Single","No","Adult","Female","Lost","Passenger","Second"
"1031",32.7167051578137,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"1032",10,"British","Single","No","Infant","Male","Saved","Passenger","Second"
"1033",6,"British","Single","No","Minor","Male","Lost","Passenger","Second"
"1034",32,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"1035",27,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"1036",36,"British","Single","No","Adult","Female","Saved","Passenger","Second"
"1037",32.7167051578137,"USA","Single","No","Adult","Male","Lost","Passenger","Second"
"1038",26,"British","Single","No","Adult","Male","Saved","Passenger","Second"
"1039",57,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"1040",26,"Russian","Single","No","Adult","Male","Saved","Passenger","Second"
"1041",38,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"1042",32,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"1043",25,"British","Single","No","Adult","Female","Saved","Passenger","Second"
"1044",36,"USA","Married","No","Adult","Male","Saved","Passenger","Second"
"1045",42,"British","Otros","No","Adult","Female","Lost","Passenger","Second"
"1046",44,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"1047",45,"USA","Married","Si","Adult","Male","Saved","Passenger","Second"
"1048",27,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"1049",10,"USA","Single","No","Infant","Male","Lost","Passenger","Second"
"1050",27,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"1051",32.7167051578137,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"1052",32.7167051578137,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"1053",38,"British","Single","No","Adult","Female","Saved","Passenger","Second"
"1054",70,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"1055",24,"British","Single","No","Adult","Male","Saved","Passenger","Second"
"1056",36,"USA","Single","No","Adult","Male","Saved","Passenger","Second"
"1057",62,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"1058",32.7167051578137,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"1059",32,"British","Single","No","Adult","Male","Saved","Passenger","Second"
"1060",58,"USA","Otros","No","Adult","Male","Lost","Passenger","Second"
"1061",62,"British","Single","No","Adult","Male","Saved","Passenger","Second"
"1062",34,"British","Single","No","Adult","Female","Saved","Passenger","Second"
"1063",30,"USA","Married","No","Adult","Female","Saved","Passenger","Second"
"1064",19,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"1065",16,"British","Single","No","Minor","Male","Saved","Passenger","Second"
"1066",49,"USA","Married","Si","Adult","Female","Saved","Passenger","Second"
"1067",59,"USA","Married","No","Adult","Male","Lost","Passenger","Second"
"1068",29,"British","Otros","No","Adult","Female","Saved","Passenger","Second"
"1069",32.7167051578137,"British","Single","No","Adult","Male","Saved","Passenger","Second"
"1070",27,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"1071",18,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"1072",41,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"1073",40,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"1074",32.7167051578137,"Russian","Married","No","Adult","Male","Lost","Passenger","Second"
"1075",40,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"1076",11,"British","Single","No","Minor","Male","Lost","Passenger","Second"
"1077",35,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"1078",4,"British","Single","No","Minor","Female","Lost","Passenger","Second"
"1079",14,"British","Single","No","Minor","Female","Lost","Passenger","Second"
"1080",22,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"1081",32.7167051578137,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"1082",27,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"1083",39,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"1084",25,"British","Single","No","Adult","Female","Saved","Passenger","Second"
"1085",35,"USA","Married","No","Adult","Male","Saved","Passenger","Second"
"1086",33,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"1087",8,"British","Single","No","Minor","Male","Lost","Passenger","Second"
"1088",10,"British","Single","No","Minor","Male","Lost","Passenger","Second"
"1089",30,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"1090",32.7167051578137,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"1091",32.7167051578137,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"1092",6,"British","Single","No","Infant","Male","Lost","Passenger","Second"
"1093",6,"British","Single","No","Minor","Male","Lost","Passenger","Second"
"1094",33,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"1095",41,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"1096",4,"British","Single","No","Minor","Female","Lost","Passenger","Second"
"1097",30,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"1098",35,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"1099",13,"British","Single","No","Minor","Female","Lost","Passenger","Second"
"1100",28,"British","Single","Si","Adult","Female","Saved","Passenger","Second"
"1101",19,"British","Single","No","Adult","Male","Saved","Passenger","Second"
"1102",17,"British","Single","No","Minor","Male","Saved","Passenger","Second"
"1103",48,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"1104",24,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"1105",32.7167051578137,"British","Single","No","Infant","Male","Lost","Passenger","Second"
"1106",32,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"1107",44,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"1108",4,"British","Single","No","Minor","Male","Lost","Passenger","Second"
"1109",35,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"1110",10,"British","Single","No","Minor","Female","Lost","Passenger","Second"
"1111",32.7167051578137,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"1112",61,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"1113",45,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"1114",32.7167051578137,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"1115",30,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"1116",34,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"1117",28,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"1118",29,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"1119",32.7167051578137,"British","Otros","No","Adult","Male","Lost","Passenger","Second"
"1120",32.7167051578137,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"1121",32.7167051578137,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"1122",28,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"1123",18,"British","Single","No","Infant","Female","Lost","Passenger","Second"
"1124",29,"British","Single","No","Adult","Male","Saved","Passenger","Second"
"1125",32.7167051578137,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"1126",40,"USA","Married","No","Adult","Male","Saved","Passenger","Second"
"1127",4,"USA","Single","No","Minor","Male","Saved","Passenger","Second"
"1128",7,"British","Single","No","Minor","Male","Saved","Passenger","Second"
"1129",38,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"1130",18,"USA","Single","No","Infant","Female","Lost","Passenger","Second"
"1131",39,"British","Married","Si","Adult","Female","Saved","Passenger","Second"
"1132",32.7167051578137,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"1133",32.7167051578137,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"1134",32.7167051578137,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"1135",32.7167051578137,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"1136",29,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"1137",30,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"1138",32.7167051578137,"British","Single","Si","Adult","Female","Saved","Passenger","Second"
"1139",41,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"1140",31,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"1141",32.7167051578137,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"1142",32.7167051578137,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"1143",32.7167051578137,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"1144",32.7167051578137,"British","Single","No","Adult","Female","Lost","Passenger","Second"
