"id","Age","Citizenship","Status","Lifeboat","Adult.Minor","Sex","Survived","Pasajero","Class"
"355",32.7167051578137,"British","Single","No","Adult","Male","Saved","Crew","Engineering"
"356",32.7167051578137,"British","Single","No","Adult","Male","Saved","Crew","Engineering"
"357",32.7167051578137,"British","Married","No","Adult","Male","Lost","Crew","Engineering"
"358",32.7167051578137,"British","Married","No","Adult","Male","Saved","Crew","Engineering"
"359",32.7167051578137,"British","Married","No","Adult","Male","Lost","Crew","Engineering"
"360",32.7167051578137,"British","Married","No","Adult","Male","Lost","Crew","Engineering"
"361",32.7167051578137,"British","Single","No","Adult","Male","Lost","Crew","Engineering"
"362",32.7167051578137,"British","Married","No","Adult","Male","Saved","Crew","Engineering"
"363",32.7167051578137,"British","Married","No","Adult","Male","Lost","Crew","Engineering"
"364",32.7167051578137,"British","Married","No","Adult","Male","Saved","Crew","Engineering"
"365",32.7167051578137,"British","Married","No","Adult","Male","Saved","Crew","Engineering"
"366",38,"British","Single","No","Adult","Male","Lost","Crew","Engineering"
"367",32.7167051578137,"British","Single","No","Adult","Male","Lost","Crew","Engineering"
"368",28,"British","Single","No","Adult","Male","Lost","Crew","Engineering"
"369",32.7167051578137,"British","Married","No","Adult","Male","Lost","Crew","Engineering"
"370",32.7167051578137,"British","Married","No","Adult","Male","Lost","Crew","Engineering"
"371",32.7167051578137,"British","Married","No","Adult","Male","Saved","Crew","Engineering"
"372",28,"British","Single","No","Adult","Male","Lost","Crew","Engineering"
"373",32.7167051578137,"British","Married","No","Adult","Male","Saved","Crew","Engineering"
"374",52,"British","Single","No","Adult","Male","Lost","Crew","Engineering"
"375",32.7167051578137,"British","Single","No","Adult","Male","Lost","Crew","Engineering"
"376",28,"British","Married","No","Adult","Male","Lost","Crew","Engineering"
"377",36,"British","Married","No","Adult","Male","Lost","Crew","Engineering"
"378",32.7167051578137,"British","Married","No","Adult","Male","Lost","Crew","Engineering"
"379",32.7167051578137,"British","Married","No","Adult","Male","Lost","Crew","Engineering"
"380",32.7167051578137,"British","Single","No","Adult","Male","Saved","Crew","Engineering"
"381",38,"German","Married","No","Adult","Male","Lost","Crew","Engineering"
"382",16,"British","Single","No","Minor","Male","Lost","Crew","Engineering"
"383",32.7167051578137,"British","Single","No","Adult","Male","Lost","Crew","Engineering"
"384",32.7167051578137,"British","Single","No","Adult","Male","Lost","Crew","Engineering"
"385",32.7167051578137,"British","Married","No","Adult","Male","Saved","Crew","Engineering"
"386",31,"British","Single","No","Adult","Male","Saved","Crew","Engineering"
"387",32.7167051578137,"British","Single","No","Adult","Male","Lost","Crew","Engineering"
"388",19,"USA","Single","Si","Adult","Male","Saved","Passenger","Saloon"
"389",46,"USA","Married","Si","Adult","Male","Lost","Passenger","Saloon"
"390",58,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"391",46,"British","Married","No","Adult","Female","Saved","Passenger","Saloon"
"392",42,"British","Married","Si","Adult","Female","Saved","Passenger","Saloon"
"393",15,"British","Single","No","Minor","Female","Lost","Passenger","Saloon"
"394",16,"British","Single","No","Minor","Female","Lost","Passenger","Saloon"
"395",26,"USA","Single","No","Adult","Female","Lost","Passenger","Saloon"
"396",50,"USA","Married","No","Adult","Male","Saved","Passenger","Saloon"
"397",45,"Cuban","Married","No","Adult","Male","Saved","Passenger","Saloon"
"398",50,"British","Otros","No","Adult","Male","Saved","Passenger","Saloon"
"399",27,"USA","Otros","No","Adult","Female","Lost","Passenger","Saloon"
"400",48,"USA","Married","No","Adult","Male","Lost","Passenger","Saloon"
"401",38,"USA","Married","No","Adult","Female","Lost","Passenger","Saloon"
"402",43,"British","Single","No","Adult","Male","Saved","Passenger","Saloon"
"403",42,"British","Married","No","Adult","Male","Saved","Passenger","Saloon"
"404",31,"British","Married","No","Adult","Female","Saved","Passenger","Saloon"
"405",32,"USA","Single","No","Adult","Male","Lost","Passenger","Saloon"
"406",40,"British","Single","No","Adult","Male","Saved","Passenger","Saloon"
"407",34,"British","Single","Si","Adult","Male","Saved","Passenger","Saloon"
"408",27,"USA","Single","No","Adult","Male","Saved","Passenger","Saloon"
"409",54,"USA","Married","No","Adult","Male","Lost","Passenger","Saloon"
"410",50,"USA","Married","No","Adult","Female","Saved","Passenger","Saloon"
"411",33,"Greek","Single","No","Adult","Male","Lost","Passenger","Saloon"
"412",39,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"413",50,"USA","Single","No","Adult","Male","Lost","Passenger","Saloon"
"414",38,"British","Single","No","Adult","Male","Saved","Passenger","Saloon"
"415",23,"British","Single","No","Adult","Male","Saved","Passenger","Saloon"
"416",47,"French","Otros","No","Adult","Female","Lost","Passenger","Saloon"
"417",44,"British","Married","No","Adult","Male","Saved","Passenger","Saloon"
"418",24,"British","Single","No","Adult","Female","Lost","Passenger","Saloon"
"419",23,"USA","Otros","Si","Adult","Female","Saved","Passenger","Saloon"
"420",28,"USA","Single","No","Adult","Male","Lost","Passenger","Saloon"
"421",63,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"422",41,"USA","Married","No","Adult","Male","Saved","Passenger","Saloon"
"423",34,"British","Single","No","Adult","Male","Lost","Passenger","Saloon"
"424",55,"USA","Otros","No","Adult","Female","Lost","Passenger","Saloon"
"425",45,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"426",45,"British","Married","No","Adult","Female","Lost","Passenger","Saloon"
"427",37,"British","Married","No","Adult","Male","Saved","Passenger","Saloon"
"428",20,"British","Single","No","Adult","Female","Lost","Passenger","Saloon"
"429",49,"British","Married","No","Adult","Female","Saved","Passenger","Saloon"
"430",26,"British","Married","No","Adult","Male","Saved","Passenger","Saloon"
"431",40,"USA","Married","Si","Adult","Male","Saved","Passenger","Saloon"
"432",47,"USA","Married","No","Adult","Male","Saved","Passenger","Saloon"
"433",49,"British","Married","Si","Adult","Male","Saved","Passenger","Saloon"
"434",43,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"435",56,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"436",57,"British","Married","No","Adult","Female","Lost","Passenger","Saloon"
"437",49,"British","Single","No","Adult","Male","Lost","Passenger","Saloon"
"438",59,"British","Married","No","Adult","Female","Saved","Passenger","Saloon"
"439",48,"British","Married","No","Adult","Male","Saved","Passenger","Saloon"
"440",21,"British","Single","No","Adult","Female","Saved","Passenger","Saloon"
"441",64,"British","Married","Si","Adult","Male","Saved","Passenger","Saloon"
"442",55,"British","Married","No","Adult","Male","Saved","Passenger","Saloon"
"443",35,"British","Single","No","Adult","Male","Saved","Passenger","Saloon"
"444",25,"USA","Single","No","Adult","Female","Saved","Passenger","Saloon"
"445",53,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"446",53,"British","Married","No","Adult","Female","Lost","Passenger","Saloon"
"447",42,"USA","Married","No","Adult","Female","Lost","Passenger","Saloon"
"448",44,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"449",9,"British","Single","No","Infant","Male","Lost","Passenger","Saloon"
"450",6,"British","Single","No","Minor","Male","Lost","Passenger","Saloon"
"451",9,"British","Single","No","Minor","Male","Lost","Passenger","Saloon"
"452",14,"British","Single","No","Minor","Male","Lost","Passenger","Saloon"
"453",37,"British","Married","No","Adult","Female","Lost","Passenger","Saloon"
"454",10,"British","Single","No","Minor","Female","Lost","Passenger","Saloon"
"455",12,"British","Single","No","Minor","Female","Lost","Passenger","Saloon"
"456",39,"British","Single","No","Adult","Male","Lost","Passenger","Saloon"
"457",38,"British","Married","No","Adult","Male","Saved","Passenger","Saloon"
"458",35,"British","Single","No","Adult","Male","Saved","Passenger","Saloon"
"459",32.7167051578137,"British","Single","No","Adult","Female","Saved","Passenger","Saloon"
"460",48,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"461",30,"USA","Married","No","Adult","Male","Lost","Passenger","Saloon"
"462",43,"Belgian","Married","No","Adult","Female","Lost","Passenger","Saloon"
"463",62,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"464",24,"British","Single","No","Adult","Female","Lost","Passenger","Saloon"
"465",23,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"466",43,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"467",39,"British","Married","No","Adult","Female","Lost","Passenger","Saloon"
"468",21,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"469",46,"British","Single","No","Adult","Male","Lost","Passenger","Saloon"
"471",49,"USA","Married","No","Adult","Male","Saved","Passenger","Saloon"
"472",39,"USA","Single","No","Adult","Male","Lost","Passenger","Saloon"
"473",49,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"474",47,"British","Married","No","Adult","Female","Lost","Passenger","Saloon"
"475",28,"USA","Single","No","Adult","Male","Lost","Passenger","Saloon"
"476",48,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"477",28,"USA","Married","No","Adult","Male","Lost","Passenger","Saloon"
"478",58,"USA","Single","No","Adult","Male","Lost","Passenger","Saloon"
"479",45,"USA","Single","No","Adult","Male","Saved","Passenger","Saloon"
"480",48,"British","Single","No","Adult","Male","Lost","Passenger","Saloon"
"481",47,"British","Single","No","Adult","Male","Lost","Passenger","Saloon"
"482",43,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"483",28,"USA","Single","No","Adult","Male","Saved","Passenger","Saloon"
"484",47,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"485",43,"British","Married","No","Adult","Female","Lost","Passenger","Saloon"
"486",46,"USA","Married","Si","Adult","Male","Saved","Passenger","Saloon"
"487",29,"USA","Married","Si","Adult","Female","Lost","Passenger","Saloon"
"488",29,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"489",29,"British","Married","No","Adult","Female","Saved","Passenger","Saloon"
"490",49,"USA","Married","Si","Adult","Male","Saved","Passenger","Saloon"
"491",55,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"492",31,"USA","Married","Si","Adult","Male","Saved","Passenger","Saloon"
"493",33,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"494",57,"USA","Single","No","Adult","Female","Lost","Passenger","Saloon"
"495",38,"USA","Married","Si","Adult","Male","Saved","Passenger","Saloon"
"496",33,"USA","Married","No","Adult","Male","Lost","Passenger","Saloon"
"497",5,"USA","Single","No","Minor","Male","Lost","Passenger","Saloon"
"498",8,"USA","Single","No","Minor","Male","Lost","Passenger","Saloon"
"499",35,"USA","Married","No","Adult","Female","Lost","Passenger","Saloon"
"500",15,"British","Single","No","Minor","Male","Saved","Passenger","Saloon"
"501",50,"British","Married","No","Adult","Male","Saved","Passenger","Saloon"
"502",44,"USA","Married","No","Adult","Male","Lost","Passenger","Saloon"
"503",29,"USA","Married","No","Adult","Male","Saved","Passenger","Saloon"
"504",58,"USA","Married","No","Adult","Male","Lost","Passenger","Saloon"
"505",53,"USA","Married","No","Adult","Female","Lost","Passenger","Saloon"
"506",25,"British","Single","No","Adult","Female","Saved","Passenger","Saloon"
"507",24,"British","Single","No","Adult","Female","Lost","Passenger","Saloon"
"508",55,"Swedish","Married","No","Adult","Male","Lost","Passenger","Saloon"
"509",39,"USA","Married","No","Adult","Male","Saved","Passenger","Saloon"
"510",29,"British","Married","No","Adult","Male","Saved","Passenger","Saloon"
"511",25,"French","Single","No","Adult","Female","Saved","Passenger","Saloon"
"512",44,"British","Single","No","Adult","Female","Lost","Passenger","Saloon"
"513",31,"British","Married","No","Adult","Male","Saved","Passenger","Saloon"
"514",32,"British","Married","No","Adult","Female","Saved","Passenger","Saloon"
"515",47,"USA","Single","No","Adult","Male","Lost","Passenger","Saloon"
"516",55,"British","Married","No","Adult","Male","Saved","Passenger","Saloon"
"517",42,"USA","Married","No","Adult","Male","Saved","Passenger","Saloon"
"518",53,"USA","Otros","No","Adult","Female","Lost","Passenger","Saloon"
"519",41,"USA","Married","No","Adult","Male","Lost","Passenger","Saloon"
"520",50,"USA","Married","No","Adult","Female","Lost","Passenger","Saloon"
"521",52,"USA","Married","No","Adult","Male","Saved","Passenger","Saloon"
"522",49,"USA","Married","No","Adult","Male","Lost","Passenger","Saloon"
"523",48,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"524",39,"USA","Single","No","Adult","Male","Lost","Passenger","Saloon"
"525",42,"USA","Married","No","Adult","Female","Lost","Passenger","Saloon"
"526",57,"USA","Married","No","Adult","Male","Saved","Passenger","Saloon"
"527",39,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"528",22,"British","Single","No","Adult","Male","Saved","Passenger","Saloon"
"529",43,"British","Married","No","Adult","Female","Saved","Passenger","Saloon"
"530",40,"USA","Married","No","Adult","Male","Saved","Passenger","Saloon"
"531",47,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"532",41,"British","Married","No","Adult","Female","Saved","Passenger","Saloon"
"533",35,"USA","Single","No","Adult","Male","Saved","Passenger","Saloon"
"534",36,"USA","Married","Si","Adult","Male","Saved","Passenger","Saloon"
"535",65,"British","Single","No","Adult","Male","Lost","Passenger","Saloon"
"536",45,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"537",36,"British","Otros","Si","Adult","Male","Saved","Passenger","Saloon"
"538",45,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"539",18,"British","Single","Si","Adult","Female","Saved","Passenger","Saloon"
"540",31,"British","Married","No","Adult","Female","Saved","Passenger","Saloon"
"541",49,"British","Single","No","Adult","Male","Saved","Passenger","Saloon"
"542",15,"USA","Single","Si","Minor","Female","Saved","Passenger","Saloon"
"543",43,"USA","Married","No","Adult","Male","Lost","Passenger","Saloon"
"544",37,"USA","Married","No","Adult","Female","Lost","Passenger","Saloon"
"545",23,"Danish","Single","No","Adult","Female","Lost","Passenger","Saloon"
"546",8,"USA","Single","No","Minor","Male","Lost","Passenger","Saloon"
"547",9,"USA","Single","No","Minor","Male","Lost","Passenger","Saloon"
"548",34,"USA","Married","No","Adult","Female","Lost","Passenger","Saloon"
"549",59,"USA","Otros","No","Adult","Female","Lost","Passenger","Saloon"
"550",32,"British","Married","No","Adult","Female","Saved","Passenger","Saloon"
"551",44,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"552",30,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"553",28,"USA","Married","No","Adult","Female","Lost","Passenger","Saloon"
"554",38,"British","Married","No","Adult","Male","Saved","Passenger","Saloon"
"555",68,"British","Single","No","Adult","Male","Lost","Passenger","Saloon"
"556",43,"British","Single","No","Adult","Male","Lost","Passenger","Saloon"
"557",60,"British","Married","No","Adult","Male","Saved","Passenger","Saloon"
"558",38,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"559",48,"British","Single","No","Adult","Male","Saved","Passenger","Saloon"
"560",45,"British","Single","No","Adult","Male","Lost","Passenger","Saloon"
"561",50,"USA","Single","No","Adult","Male","Lost","Passenger","Saloon"
"562",32,"USA","Single","No","Adult","Male","Lost","Passenger","Saloon"
"563",33,"USA","Married","No","Adult","Male","Lost","Passenger","Saloon"
"564",35,"British","Single","No","Adult","Female","Lost","Passenger","Saloon"
"565",32.7167051578137,"British","Single","No","Adult","Male","Lost","Passenger","Saloon"
"566",32.7167051578137,"British","Single","No","Adult","Male","Lost","Passenger","Saloon"
"567",76,"British","Otros","No","Adult","Female","Saved","Passenger","Saloon"
"568",48,"British","Single","No","Adult","Male","Lost","Passenger","Saloon"
"569",29,"British","Married","No","Adult","Male","Saved","Passenger","Saloon"
"571",44,"USA","Married","No","Adult","Male","Lost","Passenger","Saloon"
"572",48,"USA","Married","No","Adult","Male","Saved","Passenger","Saloon"
"573",61,"British","Single","No","Adult","Male","Lost","Passenger","Saloon"
"574",29,"Swedish","Single","No","Adult","Male","Lost","Passenger","Saloon"
"575",32.7167051578137,"Swiss","Single","No","Adult","Female","Lost","Passenger","Saloon"
"576",49,"British","Married","No","Adult","Male","Saved","Passenger","Saloon"
"577",49,"British","Single","No","Adult","Female","Saved","Passenger","Saloon"
"578",31,"British","Married","No","Adult","Female","Lost","Passenger","Saloon"
"579",34,"Mexican","Married","No","Adult","Male","Lost","Passenger","Saloon"
"580",23,"British","Married","No","Adult","Female","Saved","Passenger","Saloon"
"581",40,"USA","Married","No","Adult","Male","Lost","Passenger","Saloon"
"582",43,"Greek","Married","No","Adult","Male","Lost","Passenger","Saloon"
"583",32,"Greek","Married","No","Adult","Female","Saved","Passenger","Saloon"
"584",42,"British","Married","No","Adult","Male","Saved","Passenger","Saloon"
"585",63,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"586",30,"British","Single","No","Adult","Female","Saved","Passenger","Saloon"
"587",35,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"588",5,"USA","Single","Si","Minor","Male","Saved","Passenger","Saloon"
"589",3,"USA","Single","Si","Infant","Female","Saved","Passenger","Saloon"
"590",46,"USA","Married","No","Adult","Male","Saved","Passenger","Saloon"
"591",34,"USA","Married","No","Adult","Female","Saved","Passenger","Saloon"
"592",1,"USA","Single","No","Infant","Female","Lost","Passenger","Saloon"
"593",2,"USA","Single","No","Minor","Female","Lost","Passenger","Saloon"
"594",53,"USA","Married","No","Adult","Male","Lost","Passenger","Saloon"
"595",52,"USA","Married","No","Adult","Female","Lost","Passenger","Saloon"
"596",41,"British","Single","No","Adult","Male","Lost","Passenger","Saloon"
"597",25,"British","Married","No","Adult","Male","Saved","Passenger","Saloon"
"598",26,"British","Single","No","Adult","Male","Lost","Passenger","Saloon"
"599",29,"USA","Single","Si","Adult","Male","Saved","Passenger","Saloon"
"600",51,"British","Married","No","Adult","Male","Saved","Passenger","Saloon"
"601",59,"British","Married","No","Adult","Male","Saved","Passenger","Saloon"
"602",59,"USA","Married","No","Adult","Male","Lost","Passenger","Saloon"
"603",58,"USA","Married","No","Adult","Female","Lost","Passenger","Saloon"
"604",30,"British","Single","No","Adult","Male","Lost","Passenger","Saloon"
"605",48,"USA","Single","No","Adult","Female","Saved","Passenger","Saloon"
"606",41,"British","Married","No","Adult","Male","Saved","Passenger","Saloon"
"607",55,"British","Single","No","Adult","Male","Lost","Passenger","Saloon"
"608",33,"USA","Married","Si","Adult","Male","Saved","Passenger","Saloon"
"609",36,"British","Single","No","Adult","Male","Saved","Passenger","Saloon"
"610",23,"British","Married","Si","Adult","Male","Saved","Passenger","Saloon"
"611",54,"USA","Married","No","Adult","Male","Lost","Passenger","Saloon"
"612",59,"USA","Married","No","Adult","Female","Lost","Passenger","Saloon"
"613",32.7167051578137,"USA","Single","No","Adult","Female","Lost","Passenger","Saloon"
"614",46,"British","Single","Si","Adult","Male","Saved","Passenger","Saloon"
"615",34,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"616",32.7167051578137,"British","Married","No","Adult","Female","Lost","Passenger","Saloon"
"617",27,"British","Otros","No","Adult","Male","Lost","Passenger","Saloon"
"618",23,"British","Single","Si","Adult","Female","Saved","Passenger","Saloon"
"619",56,"British","Married","Si","Adult","Female","Lost","Passenger","Saloon"
"620",43,"USA","Otros","No","Adult","Male","Lost","Passenger","Saloon"
"621",51,"USA","Otros","No","Adult","Male","Lost","Passenger","Saloon"
"622",44,"British","Married","No","Adult","Male","Saved","Passenger","Saloon"
"623",29,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"624",20,"USA","Single","No","Adult","Male","Lost","Passenger","Saloon"
"625",38,"British","Single","No","Adult","Female","Lost","Passenger","Saloon"
"626",45,"USA","Married","No","Adult","Male","Lost","Passenger","Saloon"
"627",44,"USA","Married","No","Adult","Female","Lost","Passenger","Saloon"
"628",36,"USA","Married","No","Adult","Female","Lost","Passenger","Saloon"
"629",26,"USA","Single","No","Adult","Male","Lost","Passenger","Saloon"
"630",41,"USA","Married","No","Adult","Male","Saved","Passenger","Saloon"
"631",26,"British","Single","No","Adult","Male","Saved","Passenger","Saloon"
"632",39,"USA","Married","Si","Adult","Female","Saved","Passenger","Saloon"
"633",44,"USA","Single","No","Adult","Male","Lost","Passenger","Saloon"
"634",41,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"635",36,"USA","Single","No","Adult","Male","Lost","Passenger","Saloon"
"636",18,"British","Single","No","Infant","Male","Lost","Passenger","Saloon"
"637",64,"British","Otros","No","Adult","Female","Lost","Passenger","Saloon"
"638",52,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"639",43,"USA","Married","No","Adult","Male","Lost","Passenger","Saloon"
"640",39,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"641",32.7167051578137,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"642",38,"British","Single","No","Adult","Male","Saved","Passenger","Saloon"
"643",31,"British","Married","No","Adult","Male","Saved","Passenger","Saloon"
"644",49,"USA","Married","No","Adult","Male","Lost","Passenger","Saloon"
"645",60,"USA","Married","No","Adult","Female","Lost","Passenger","Saloon"
"646",59,"British","Married","Si","Adult","Male","Saved","Passenger","Saloon"
"647",32,"USA","Married","No","Adult","Male","Lost","Passenger","Saloon"
"648",32,"USA","Married","No","Adult","Female","Saved","Passenger","Saloon"
"649",32,"French","Single","No","Adult","Male","Lost","Passenger","Saloon"
"650",51,"British","Single","No","Adult","Male","Saved","Passenger","Saloon"
"651",39,"British","Married","Si","Adult","Male","Saved","Passenger","Saloon"
"652",56,"British","Married","No","Adult","Male","Saved","Passenger","Saloon"
"653",38,"USA","Single","No","Adult","Male","Lost","Passenger","Saloon"
"654",34,"USA","Married","No","Adult","Male","Saved","Passenger","Saloon"
"655",45,"British","Single","No","Adult","Male","Saved","Passenger","Saloon"
"656",49,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"657",37,"USA","Married","No","Adult","Male","Lost","Passenger","Saloon"
"658",44,"British","Married","No","Adult","Male","Saved","Passenger","Saloon"
"659",45,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"660",36,"British","Single","No","Adult","Female","Lost","Passenger","Saloon"
"661",32.7167051578137,"British","Single","No","Adult","Female","Saved","Passenger","Saloon"
"662",32,"USA","Single","No","Adult","Male","Lost","Passenger","Saloon"
"663",30,"British","Single","No","Adult","Female","Saved","Passenger","Saloon"
"664",49,"British","Married","No","Adult","Female","Lost","Passenger","Saloon"
"665",52,"USA","Married","No","Adult","Female","Lost","Passenger","Saloon"
"666",57,"USA","Otros","No","Adult","Female","Lost","Passenger","Saloon"
"667",32,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"668",40,"USA","Otros","No","Adult","Male","Lost","Passenger","Saloon"
"669",28,"British","Single","Si","Adult","Male","Lost","Passenger","Saloon"
"670",3,"USA","Single","No","Minor","Male","Lost","Passenger","Saloon"
"671",24,"USA","Married","No","Adult","Female","Saved","Passenger","Saloon"
"672",56,"USA","Married","No","Adult","Male","Lost","Passenger","Saloon"
"673",37,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"674",54,"USA","Married","No","Adult","Male","Saved","Passenger","Saloon"
"675",32.7167051578137,"British","Single","No","Adult","Male","Lost","Passenger","Saloon"
"676",60,"British","Married","No","Adult","Male","Lost","Passenger","Saloon"
"677",56,"British","Married","No","Adult","Female","Lost","Passenger","Saloon"
"678",33,"Belgian","Married","No","Adult","Male","Saved","Passenger","Saloon"
"679",26,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"680",2,"British","Single","No","Minor","Female","Lost","Passenger","Second"
"681",6,"British","Single","No","Minor","Female","Lost","Passenger","Second"
"682",21,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"683",36,"Russian","Married","Si","Adult","Male","Saved","Passenger","Second"
"684",3,"British","Single","No","Minor","Male","Lost","Passenger","Second"
"685",32.7167051578137,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"686",42,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"687",25,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"688",2,"British","Single","No","Minor","Female","Lost","Passenger","Second"
"689",20,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"690",16,"British","Single","Si","Minor","Female","Saved","Passenger","Second"
"691",31,"British","Otros","No","Adult","Male","Lost","Passenger","Second"
"692",59,"British","Otros","No","Adult","Male","Lost","Passenger","Second"
"693",2,"British","Single","No","Minor","Male","Lost","Passenger","Second"
"694",32.7167051578137,"British","Single","No","Adult","Male","Saved","Passenger","Second"
"695",65,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"696",26,"British","Married","Si","Adult","Female","Saved","Passenger","Second"
"697",2,"British","Single","Si","Minor","Female","Saved","Passenger","Second"
"698",30,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"699",27,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"700",32.7167051578137,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"701",33,"British","Otros","No","Adult","Male","Saved","Passenger","Second"
"702",32.7167051578137,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"703",53,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"704",45,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"705",15,"British","Single","No","Minor","Female","Lost","Passenger","Second"
"706",32.7167051578137,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"707",27,"USA","Single","No","Adult","Male","Lost","Passenger","Second"
"708",32.7167051578137,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"709",32.7167051578137,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"710",39,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"711",39,"USA","Married","No","Adult","Female","Saved","Passenger","Second"
"712",9,"USA","Single","No","Minor","Female","Lost","Passenger","Second"
"713",32.7167051578137,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"714",40,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"715",25,"British","Single","No","Adult","Female","Saved","Passenger","Second"
"716",38,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"717",56,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"718",32.7167051578137,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"719",6,"British","Single","No","Minor","Male","Lost","Passenger","Second"
"720",39,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"721",18,"British","Single","No","Adult","Male","Saved","Passenger","Second"
"722",53,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"723",55,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"724",32.7167051578137,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"725",32.7167051578137,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"726",36,"British","Single","No","Adult","Male","Saved","Passenger","Second"
"727",35,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"728",32.7167051578137,"British","Married","No","Adult","Male","Saved","Passenger","Second"
"729",36,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"730",35,"British","Single","No","Adult","Male","Lost","Passenger","Second"
"731",8,"British","Single","No","Infant","Male","Saved","Passenger","Second"
"732",30,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"733",38,"British","Married","No","Adult","Male","Lost","Passenger","Second"
"734",4,"British","Single","No","Minor","Male","Lost","Passenger","Second"
"735",25,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"736",8,"British","Single","No","Minor","Female","Lost","Passenger","Second"
"737",32.7167051578137,"British","Married","No","Adult","Female","Lost","Passenger","Second"
"738",32.7167051578137,"British","Single","No","Adult","Female","Lost","Passenger","Second"
"739",32,"British","Otros","No","Adult","Male","Lost","Passenger","Second"
"740",32,"British","Married","No","Adult","Female","Saved","Passenger","Second"
"741",8,"British","Single","No","Minor","Female","Saved","Passenger","Second"
"742",3,"USA","Single","Si","Minor","Male","Saved","Passenger","Second"
"743",32,"USA","Married","Si","Adult","Female","Saved","Passenger","Second"
"744",15,"USA","Single","No","Infant","Female","Lost","Passenger","Second"
"745",43,"Italian","Otros","No","Adult","Male","Lost","Passenger","Second"
