"","car_name","brand","model","kilometers_driven","transmision","fuel","color","engine_capacity","Precio"
"2620","Used Citroen C5 2015","citroen",2015,"190,000 KM","Automatic","Petrol","Gray","1600",385000
"2621","Used Citroen C5 Aircross 1.6T Live 2020","citroen",2020,"120,000 KM","Automatic","Petrol","Red","1600",670000
"2622","Used Citroen DS5 2020","citroen",2020,"70,000 KM","Automatic","Petrol","Silver","1600",1150000
"2623","Used Citroen C4 Grand Picasso 2013","citroen",2013,"156,000 KM","Automatic","Petrol","Silver","1600",450000
"2624","Used Citroen C4 Grand Picasso 2013","citroen",2013,"142,000 KM","Automatic","Petrol","Silver","1600",295000
"2625","Used Citroen C5 Exclusive 1.6 2012","citroen",2012,"200,000 KM","Automatic","Petrol","Black","1600",250000
"2626","Used Citroen SpaceTourer 2019","citroen",2019,"95,000 KM","Automatic","Petrol","Black","N/A",525000
"2627","Used Citroen C-Elysee 1.6L Comfort 2021","citroen",2021,"48,000 KM","Automatic","Petrol","Gray","1600",285000
"2628","Used Citroen C5 Aircross 1.6T Live 2020","citroen",2020,"90,000 KM","Automatic","Petrol","Red","1600",440000
"2629","Used Citroen Berlingo Passenger Van 2011","citroen",2011,"112,000 KM","Manual","Petrol","Blue","1600",125000
"2630","New Toyota Hilux 2023","citroen",2023,"0 KM","Manual","Diesel","White","2400",995000
"2631","Used Citroen C5 2013","citroen",2013,"170,000 KM","Automatic","Petrol","Other","1400",380000
"2632","New Citroen C3 2020","citroen",2020,"20,600 KM","Automatic","Petrol","Gray","1200",290000
"2633","Used Citroen C4 Confort 1.6 2007","citroen",2007,"155,000 KM","Automatic","Petrol","Blue","1600",311000
"2634","Used Citroen C4 Grand Picasso 2007","citroen",2007,"103,000 KM","Automatic","N/A","Gray","N/A",165000
"2635","Used Citroen C-Elysee Attraction 1.6 Manual 2005","citroen",2005,"200,000 KM","Manual","Petrol","Red","1600",100000
"2636","Used Citroen C3 2005","citroen",2005,"80 KM","Manual","Petrol","Blue","1500",65000
"2637","Used Citroen C3 Aircross 1.2T Live 2020","citroen",2020,"36,000 KM","Automatic","Petrol","Orange","1200",270000
"2638","Used Citroen C5 2014","citroen",2014,"68,500 KM","Automatic","Petrol","Black","1600",260000
"2639","Used Citroen C-Elysee Confort 1.6 2016","citroen",2016,"76,000 KM","Automatic","Petrol","Silver","1600",179000
"2640","Used Citroen C-Elysee Exclusive 1.6 2019","citroen",2019,"16,000 KM","Automatic","Petrol","Gray","1600",230000
"2641","Used Citroen C4 Confort 1.6 2004","citroen",2004,"200,000 KM","Automatic","Petrol","Red","1600",115000
"2642","Used Citroen C3 2007","citroen",2007,"147,000 KM","Manual","Petrol","Gold","1100",87000
"2643","New Toyota Hilux 2023","citroen",2023,"0 KM","Manual","Diesel","White","2400",995000
"2644","Used Citroen C-Elysee Attraction 1.6 Automatic 2014","citroen",2014,"53,000 KM","Automatic","Petrol","Gray","1600",155000
"2645","Used Citroen C-Elysee Attraction 1.6 Automatic 2014","citroen",2014,"53,000 KM","Automatic","Petrol","Other","1600",155000
"2646","Used Lada 4x4 3-Door 1.7L 8V - Manual 2021","lada",2021,"38,000 KM","Automatic","Petrol","Tan","1600",325000
"2647","Used Lada Granta Sedan 1.6L A/T 2022","lada",2022,"25,000 KM","Automatic","Hybrid","Silver","1600",400000
"2648","Used Lada Granta Liftback 1.6L 16V - Manual 2016","lada",2016,"85,000 KM","Manual","Petrol","Brown","1600",220000
"2649","New Toyota Hilux 2023","lada",2023,"0 KM","Manual","Diesel","White","2400",995000
"2650","Used Lada Granta Sedan 1.6L A/T 2020","lada",2020,"49,000 KM","Automatic","Petrol","Blue","1600",230000
"2651","Used Lada 4x4 5-Door 1.7L 8V - Manual 2010","lada",2010,"20,000 KM","Automatic","Petrol","Burgundy","1300",72000
"2652","Used Lada Granta Sedan 1.6L 8V - Manual 2016","lada",2016,"235,000 KM","Manual","Petrol","Black","1600",170000
"2653","Used Lada Vesta Sedan 1.6L 16V - Manual 2008","lada",2008,"96,000 KM","Manual","Petrol","Gray","1600",50000
"2654","Used Lada Granta Sedan 1.6L A/T 2020","lada",2020,"21,000 KM","Manual","Petrol","Burgundy","1600",180000
"2655","Used Lada Granta Sedan 2008","lada",2008,"100,000 KM","Manual","Petrol","Black","1600",45000
"2656","Used Lada Kalina Hatchback 1990","lada",1990,"165,000 KM","Manual","Petrol","Beige","1300",42000
"2657","Used Lada Vesta Sedan 2006","lada",2006,"150,000 KM","Manual","Petrol","White","1600",37000
"2658","Used Lada Granta Sedan 2015","lada",2015,"45,000 KM","Manual","Petrol","Other","1600",150000
"2659","Used Lada Largus Wagon 2020","lada",2020,"6,000 KM","Manual","Petrol","White","1600",249999
"2660","Used Lada Granta Sedan 1.6L M/T 2019","lada",2019,"115,000 KM","Manual","Petrol","Black","1600",150000
"2661","Used Lada Granta Sedan 2017","lada",2017,"135,500 KM","Manual","Petrol","White","1600",290000
"2662","New Toyota Hilux 2023","lada",2023,"0 KM","Manual","Diesel","White","2400",995000
"2663","Used Lada Granta Sedan 1.6L M/T 2019","lada",2019,"89,000 KM","Manual","Petrol","Blue","1600",134999
"2664","Used Lada Granta Sedan 1.6L A/T 2019","lada",2019,"59,000 KM","Manual","Petrol","Black","1600",165000
"2665","Used Lada 4x4 Urban 3-Door 1.7L 8V - Manual 1995","lada",1995,"150,000 KM","Manual","Petrol","Red","1700",28000
"2666","Used Lada 4x4 3-Door 2010","lada",2010,"90,000 KM","Manual","Petrol","White","1100",35000
"2667","Used Lada Granta Sedan 2016","lada",2016,"28,300 KM","Manual","Petrol","Gray","1600",120000
"2668","Used Lada 4x4 3-Door 2012","lada",2012,"70,000 KM","Manual","Petrol","White","N/A",47000
"2669","Used Lada Priora Sedan 1.6L 8V - Manual 2006","lada",2006,"150,000 KM","Manual","Petrol","Green","1600",38000
"2670","Used Lada Priora Sedan 1995","lada",1995,"70,000 KM","Manual","Petrol","White","N/A",24000
"2671","Used Lada 4x4 5-Door 1.7L 8V - Manual 1992","lada",1992,"150,000 KM","Manual","Petrol","Red","1700",28000
"2672","Used Lada Granta Sedan 1.6L M/T 2019","lada",2019,"18,000 KM","Manual","Petrol","Red","1600",125000
"2673","Used Lada Granta Sedan 1.6L M/T 2019","lada",2019,"116,000 KM","Manual","Petrol","Silver","1600",110000
"2674","Used Lada Granta Sedan 1.6L A/T 2020","lada",2020,"22,000 KM","Automatic","Petrol","Blue","1600",155000
"2675","New Toyota Hilux 2023","lada",2023,"0 KM","Manual","Diesel","White","2400",995000
"2676","Used Lada Granta Sedan 1.6L 16V - Automated Manual 2016","lada",2016,"50,000 KM","Manual","Petrol","Other","1600",95000
"2677","Used Lada Granta Sedan 1.6L M/T 2020","lada",2020,"1,000 KM","Manual","Petrol","Gray","1600",135000
"2678","Used Lada Priora Sedan 1995","lada",1995,"99,999 KM","Manual","Petrol","Red","1500",28000
"2679","Used Lada Granta Sedan 2016","lada",2016,"60,000 KM","Manual","Petrol","Gray","1600",90000
"2680","Used Lada Granta Sedan 2016","lada",2016,"60,000 KM","Manual","Petrol","Gray","1500",90000
"2681","Used Lada Granta Sedan 2017","lada",2017,"122,000 KM","Manual","Petrol","Black","N/A",90000
"2682","Used Lada Granta Sedan 2015","lada",2015,"75,000 KM","Manual","Petrol","Gray","1600",100000
"2683","Used Lada Granta Sedan 1.6L 16V - Automated Manual 2016","lada",2016,"75,000 KM","Manual","Petrol","Gray","1600",100000
"2684","Used Lada Granta Sedan 1.6L M/T 2016","lada",2016,"45,000 KM","Manual","Petrol","Brown","1600",111000
"2685","Used Lada Granta Sedan 1.6L M/T 2016","lada",2016,"450,000 KM","Manual","Petrol","Brown","1600",111000
"2686","Used Lada 4x4 Urban 5-Door 1981","lada",1981,"89,000 KM","N/A","N/A","Orange","N/A",20000
"2687","Used Jeep Cherokee 1999","jeep",1999,"500,000 KM","Manual","Petrol","White","2450",175000
"2688","Used Jeep Grand Cherokee Limited 5.7L 1997","jeep",1997,"400,000 KM","Automatic","Petrol","Gray","4000",275000
"2689","Used Jeep Cherokee 3.7 Limited 2008","jeep",2008,"260,000 KM","Automatic","Petrol","Black","3700",630000
"2690","New Toyota Hilux 2023","jeep",2023,"0 KM","Manual","Diesel","White","2400",995000
"2691","Used Jeep Grand Cherokee Limited 2018","jeep",2018,"68,000 KM","Automatic","Petrol","Gray","5700",2500000
"2692","Used Jeep Cherokee 3.7 Sport 2022","jeep",2022,"16,000 KM","Automatic","Petrol","Gray","3700",3950000
"2693","Used Jeep Grand Cherokee L Limited 5.7L 2022","jeep",2022,"17,000 KM","Automatic","Petrol","Black","5700",3800000
"2694","Used Jeep Grand Cherokee Limited 2011","jeep",2011,"154,000 KM","Automatic","Petrol","Silver","3700",670000
"2695","Used Jeep Wrangler 3.6L Manual 1970","jeep",1970,"300,000 KM","Manual","Petrol","Maroon","1600",40000
"2696","Used Jeep Grand Cherokee Limited 5.7L 2016","jeep",2016,"70,000 KM","Automatic","Petrol","Black","5700",1500000
"2697","Used Jeep Cherokee 3.7 Limited 2009","jeep",2009,"180,000 KM","Automatic","Petrol","Black","3700",480000
"2698","Used Jeep Cherokee 2015","jeep",2015,"95,000 KM","Automatic","Petrol","White","3600",1300000
"2699","Used Jeep Cherokee 3.7 Limited 2008","jeep",2008,"348,000 KM","Automatic","Petrol","Tan","3700",770000
"2700","Used Jeep Cherokee 3.7 Sport 1998","jeep",1998,"200,000 KM","Automatic","Petrol","Blue","4700",165000
"2701","Used Jeep Wrangler Unlimited 2014","jeep",2014,"111,000 KM","Automatic","Petrol","White","3000",600000
"2702","Used Jeep Grand Cherokee 3.6L Overland 2009","jeep",2009,"168,000 KM","Automatic","Petrol","Gray","5700",545000
"2703","New Toyota Hilux 2023","jeep",2023,"0 KM","Manual","Diesel","White","2400",995000
"2704","Used Jeep Grand Cherokee Limited 5.7L 2016","jeep",2016,"115,000 KM","Automatic","Petrol","Black","5700",1150000
"2705","Used Jeep Cherokee 2011","jeep",2011,"155,000 KM","Automatic","Petrol","Silver","3700",400000
"2706","Used Jeep Cherokee 2012","jeep",2012,"270,000 KM","Automatic","N/A","Silver","3000",365000
"2707","Used Jeep Renegade 2017","jeep",2017,"70,000 KM","N/A","N/A","Gray","1600",325000
"2708","Used Jeep Grand Cherokee Limited 2014","jeep",2014,"103,000 KM","Automatic","Petrol","Black","5700",650000
"2709","Used Jeep Wrangler 2013","jeep",2013,"190,000 KM","Automatic","Petrol","Blue","N/A",390000
"2710","Used Jeep Grand Cherokee Limited 5.7L 2018","jeep",2018,"80,000 KM","Automatic","Petrol","White","5700",790000
"2711","Used Jeep Grand Cherokee 2014","jeep",2014,"89,000 KM","Automatic","Petrol","Black","N/A",620000
"2712","Used Jeep Liberty 2002","jeep",2002,"21,444 KM","Automatic","Petrol","Silver","3700",155000
"2713","Used Jeep Cherokee Sport 2.4L 1993","jeep",1993,"4,000 KM","Automatic","Petrol","Black","2400",70000
"2714","Used Jeep Renegade 2018","jeep",2018,"110,000 KM","Automatic","Petrol","Gray","1400",388000
"2715","Used Jeep Commander 2009","jeep",2009,"200,000 KM","Automatic","N/A","Black","N/A",450000
"2716","New Toyota Hilux 2023","jeep",2023,"0 KM","Manual","Diesel","White","2400",995000
"2717","Used Jeep Renegade 2016","jeep",2016,"51,000 KM","N/A","N/A","Red","N/A",370000
"2718","Used Jeep Grand Cherokee 2005","jeep",2005,"190,000 KM","Automatic","Petrol","Blue","3700",289997
"2719","Used Jeep Cherokee 2001","jeep",2001,"133,200 KM","Automatic","Petrol","Silver","N/A",1000
"2720","Used Jeep Wrangler 2011","jeep",2011,"119,000 KM","Automatic","Petrol","Gray","3800",400000
"2721","Used Jeep Cherokee 3.7 Limited 2009","jeep",2009,"280,000 KM","Automatic","Petrol","Gold","3700",245000
"2722","Used Jeep Liberty 2002","jeep",2002,"169,000 KM","Automatic","Petrol","Silver","3700",170000
"2723","Used Jeep Liberty 2004","jeep",2004,"270,000 KM","Manual","Petrol","Black","N/A",175000
"2724","Used Jeep Liberty 2004","jeep",2004,"270,000 KM","Manual","Petrol","Black","2400",175000
"2725","Used Jeep Renegade 1.4T Limited 4x2 2017","jeep",2017,"130,000 KM","Automatic","Petrol","Gray","1400",340000
"2726","Used Jeep Cherokee 2008","jeep",2008,"190,000 KM","Automatic","Petrol","Gold","3700",250000
"2727","Used Honda Civic 2000","honda",2000,"160,000 KM","Automatic","Petrol","Green","1400",230000
"2728","Used Honda Civic 1.6L LXi 2017","honda",2017,"48,000 KM","Automatic","Petrol","Silver","1600",1375000
"2729","Used Honda Accord 1988","honda",1988,"300,000 KM","Manual","Petrol","White","2000",73000
"2730","New Toyota Hilux 2023","honda",2023,"0 KM","Manual","Diesel","White","2400",995000
"2731","Used Honda HR-V 2005","honda",2005,"185,000 KM","CVT","Petrol","Silver","1600",370000
"2732","Used Honda Civic 1991","honda",1991,"200,000 KM","Automatic","Petrol","Red","1600",105000
"2733","Used Honda HR-V 2005","honda",2005,"185,000 KM","Automatic","Petrol","Silver","1600",370000
"2734","Used Honda Civic 4 door EXi 1985","honda",1985,"500,000 KM","Automatic","Petrol","Maroon","1800",25000
"2735","Used Honda Civic 4 door VTi 2008","honda",2008,"169,999 KM","Automatic","Petrol","Silver","1600",400000
"2736","Used Honda Civic 1.5T Sport 2013","honda",2013,"150,000 KM","Automatic","Petrol","Silver","1600",450000
"2737","Used Honda City 1.5L LX 2013","honda",2013,"248,000 KM","Automatic","Petrol","Black","1500",290000
"2738","Used Honda Civic 1.6L LXi 1991","honda",1991,"120,000 KM","Automatic","Petrol","Gold","1600",90000
"2739","Used Honda Civic 1983","honda",1983,"170,000 KM","Manual","Petrol","Burgundy","1300",37000
"2740","Used Honda Civic 1.6L LX 2010","honda",2010,"185,000 KM","Automatic","Petrol","Blue","1600",320000
"2741","Used Honda Jazz 1.5 EX 2003","honda",2003,"360,000 KM","Manual","Petrol","Silver","1300",130000
"2742","Used Honda Civic 1.6L VTI Highline 2019","honda",2019,"25,000 KM","Automatic","Petrol","White","1597",800000
"2743","New Toyota Hilux 2023","honda",2023,"0 KM","Manual","Diesel","White","2400",995000
"2744","Used Honda CRX 1998","honda",1998,"19,925 KM","Automatic","Petrol","Red","1600",150000
"2745","Used Honda City 1.5L LX 2008","honda",2008,"60,000 KM","Automatic","Petrol","Silver","1500",200000
"2746","Used Honda City 1.5L LX 2008","honda",2008,"60,000 KM","Automatic","Petrol","Silver","1500",200000
"2747","Used Honda Accord 2021","honda",2021,"6,000 KM","Automatic","Petrol","Silver","N/A",850000
"2748","Used Honda City 2008","honda",2008,"135,000 KM","Manual","Petrol","Silver","N/A",115000
"2749","Honda Civic 1.5 RS 1994 الجديد","honda",1994,"0 KM","Automatic","Petrol","Blue","1800",63000
"2750","Used Honda City 1.5L DX 2008","honda",2008,"300,000 KM","CVT","Petrol","Black","1500",130000
"2751","Used Honda Odyssey 2015","honda",2015,"69,000 KM","CVT","Petrol","Black","3499",790000
"2752","Used Honda Civic 2010","honda",2010,"147,000 KM","Automatic","Petrol","Black","1600",185000
"2753","Used Honda Accord 1984","honda",1984,"30,000 KM","Automatic","Petrol","Silver","1600",31000
"2754","Used Honda Accord 1984","honda",1984,"30,000 KM","Automatic","Petrol","Silver","1600",31000
"2755","Used Honda Civic Type R 1998","honda",1998,"215,000 KM","Automatic","Petrol","Blue","1500",130000
"2756","New Toyota Hilux 2023","honda",2023,"0 KM","Manual","Diesel","White","2400",995000
"2757","Used Honda City 1.5L EX 2016","honda",2016,"124,500 KM","CVT","Petrol","White","1500",210000
"2758","Used Honda Civic 1.5 RS 1991","honda",1991,"100,000 KM","Automatic","Petrol","Silver","1500",75000
"2759","Honda Civic 4 door LXi 1982 الجديد","honda",1982,"0 KM","Automatic","Petrol","Red","1800",23000
"2760","Used Honda Civic 1992","honda",1992,"200,000 KM","Automatic","Petrol","Blue","1800",65000
"2761","Used Honda City 1.5L EX 2016","honda",2016,"130,000 KM","CVT","Petrol","Brown","1500",180000
"2762","Used Honda Civic 1.6L VTI Highline 2013","honda",2013,"199,000 KM","Automatic","Petrol","Black","1597",250000
"2763","Used Honda HR-V 1.5 i-VTEC Full Option 2005","honda",2005,"125 KM","CVT","Petrol","Blue","1498",180000
"2764","New Honda Civic 1.5 RS 1993","honda",1993,"0 KM","Automatic","Petrol","Gray","1800",80000
"2765","Used Suzuki Alto Standard 2006","suzuki",2006,"118,000 KM","Manual","Petrol","Turqoise","1000",84000
"2766","Used Suzuki Ciaz 1.5L GLX 2022","suzuki",2022,"12,600 KM","Automatic","Petrol","Brown","1500",685000
"2767","Used Suzuki Dzire 1.2L GL 2022","suzuki",2022,"59,000 KM","Automatic","Petrol","Tan","1197",500000
"2768","New Toyota Hilux 2023","suzuki",2023,"0 KM","Manual","Diesel","White","2400",995000
"2769","Used Suzuki SX4 1.6L GL 2016","suzuki",2016,"122,000 KM","Automatic","Petrol","Black","1600",520000
"2770","Used Suzuki Ciaz Standard 2009","suzuki",2009,"120,000 KM","Automatic","Petrol","Bronze","1400",87000
"2771","Used Suzuki Ciaz 1.4L GLX 2022","suzuki",2022,"10,000 KM","Automatic","Petrol","Maroon","1400",650000
"2772","Used Suzuki Dzire 1.2L Base 2022","suzuki",2022,"50,000 KM","Automatic","Petrol","Bronze","1242",470000
"2773","Used Suzuki Alto Standard 2019","suzuki",2019,"22,000 KM","Manual","Petrol","Maroon","800",230000
"2774","Used Suzuki Carry 2005","suzuki",2005,"30,000 KM","Manual","Petrol","Gold","N/A",69000
"2775","Used Suzuki Baleno 1999","suzuki",1999,"266,000 KM","Manual","Petrol","Green","1300",85000
"2776","Used Suzuki Baleno 1999","suzuki",1999,"266,000 KM","Manual","Petrol","Green","1300",85000
"2777","Used Suzuki Swift 1994","suzuki",1994,"200,000 KM","Manual","Petrol","White","1300",45000
"2778","Used Suzuki Ciaz 1.5L GLX 2022","suzuki",2022,"7,500 KM","Automatic","Petrol","Burgundy","1500",520000
"2779","Used Suzuki SX4 2016","suzuki",2016,"151,000 KM","Automatic","Petrol","Black","1600",340000
"2780","Used Suzuki Ciaz 1.5L GLX 2022","suzuki",2022,"3,700 KM","Automatic","Petrol","Brown","1500",475000
"2781","New Toyota Hilux 2023","suzuki",2023,"0 KM","Manual","Diesel","White","2400",995000
"2782","Used Suzuki Alto 2008","suzuki",2008,"110,000 KM","Manual","N/A","Red","N/A",85000
"2783","Used Suzuki Grand Vitara 3 Door 2008","suzuki",2008,"200,000 KM","Automatic","Petrol","Gray","2400",150000
"2784","Used Suzuki APV 2019","suzuki",2019,"150,000 KM","Manual","Petrol","White","970",110000
"2785","Used Suzuki Alto Standard 2009","suzuki",2009,"164,000 KM","Manual","Petrol","Blue","1100",95000
"2786","Used Suzuki Swift 1.2 GL 1993","suzuki",1993,"175,000 KM","Manual","Petrol","Green","1400",50000
"2787","Used Suzuki Carry 2014","suzuki",2014,"15,000 KM","Manual","Petrol","Purple","1000",92000
"2788","Used Suzuki Alto Standard 2019","suzuki",2019,"38,000 KM","Manual","Petrol","Gray","800",100000
"2789","Used Suzuki Alto Standard 2019","suzuki",2019,"38,000 KM","Manual","Petrol","Gray","800",100000
"2790","Used Suzuki SX4 2009","suzuki",2009,"250,000 KM","Automatic","Petrol","Black","1600",170000
"2791","Used Suzuki Celerio (Old Shape) GA 2011","suzuki",2011,"37,000 KM","Manual","Petrol","Other","800",52000
"2792","Used Suzuki Swift 2016","suzuki",2016,"110,000 KM","N/A","Petrol","Red","1100",110000
"2793","Used Suzuki Swift 1.2 GL 1994","suzuki",1994,"90,000 KM","Manual","Petrol","Bronze","1300",47000
"2794","New Toyota Hilux 2023","suzuki",2023,"0 KM","Manual","Diesel","White","2400",995000
"2795","Used Suzuki Grand Vitara 2.4L JLX (3 Door) 2008","suzuki",2008,"143,000 KM","Manual","Petrol","Silver","1600",140000
"2796","Used Suzuki Carry 1995","suzuki",1995,"9,999 KM","Manual","Petrol","White","1300",50000
"2797","Used Suzuki Grand Vitara 2.4L (3 Door) 2008","suzuki",2008,"143,000 KM","Manual","Petrol","Silver","1500",160000
"2798","Used Suzuki Celerio (Old Shape) GLX 2013","suzuki",2013,"90,000 KM","Manual","Petrol","Red","1100",85000
"2799","Used Suzuki Vitara 2019","suzuki",2019,"55,000 KM","Manual","Petrol","White","N/A",120000
