"","X","Grupo","Fecha","Destino","Tarifa.min","Duración","Cantidad"
"1154",1154,"Otros","T","Europa",0.09,1140,1.78
"1155",1155,"Asesores","T","America",0.126,37,0.2
"1156",1156,"","T","America",0.026,563,0.33
"1157",1157,"Asesores","T","America",0.026,835,0.43
"1158",1158,"Asesores","T","America",0.063,0,0
"1159",1159,"Asesores","T","America",0.063,2,0.13
"1160",1160,"Educacion","T","America",0.086,229,0.41
"1161",1161,"Asesores","T","America",0.026,48,0.1
"1162",1162,"Asesores","T","America",0.126,146,0.45
"1163",1163,"Asesores","T","America",0.126,52,0.2
"1164",1164,"Otros","T","Europa",0.09,469,0.79
"1165",1165,"Asesores","T","America",0.063,0,0
"1166",1166,"Asesores","T","America",0.026,19,0.1
"1167",1167,"Asesores","T","America",0.111,0,0
"1168",1168,"Otros","T","Europa",0.09,50,0.16
"1169",1169,"Asesores","T","America",0.026,5,0.1
"1170",1170,"Asesores","T","America",0.063,0,0
"1171",1171,"Asesores","T","Europa",0,0,0
"1172",1172,"Asesores","T","America",0.063,0,0
"1173",1173,"Asesores","T","Europa",0.09,1,0.16
"1174",1174,"Asesores","T","Europa",0,0,0
"1175",1175,"Asesores","T","America",0.026,0,0
"1176",1176,"Asesores","T","America",0.226,0,0
"1177",1177,"Asesores","T","America",0.026,0,0
"1178",1178,"Asesores","T","America",0.026,552,0.33
"1179",1179,"Asesores","T","America",0.026,11,0.1
"1180",1180,"Asesores","T","America",0.026,0,0
"1181",1181,"Asesores","T","America",0.026,0,0
"1182",1182,"Asesores","T","Europa",0.09,5,0.16
"1183",1183,"Asesores","T","America",0.026,25,0.1
"1184",1184,"Asesores","T","America",0.126,0,0
"1185",1185,"Otros","T","Europa",0.09,107,0.25
"1186",1186,"Asesores","T","America",0.026,0,0
"1187",1187,"Asesores","T","America",0.158,64,0.39
"1188",1188,"Asesores","T","America",0.026,103,0.12
"1189",1189,"","T","Europa",0.09,3,0.16
"1190",1190,"Asesores","T","America",0.063,0,0
"1191",1191,"Asesores","T","America",0.158,0,0
"1192",1192,"Asesores","T","America",0.158,30,0.23
"1193",1193,"Asesores","T","America",0.063,0,0
"1194",1194,"Asesores","T","America",0.063,0,0
"1195",1195,"Asesores","T","America",0.063,0,0
"1196",1196,"Asesores","T","America",0.063,0,0
"1197",1197,"Asesores","T","America",0.063,0,0
"1198",1198,"Asesores","T","America",0.063,0,0
"1199",1199,"Asesores","T","America",0.026,97,0.12
"1200",1200,"Asesores","T","America",0.026,932,0.49
"1201",1201,"Asesores","T","America",0.04,0,0
"1202",1202,"Asesores","T","America",0.04,0,0
"1203",1203,"Asesores","T","America",0.026,2,0.1
"1204",1204,"Asesores","T","America",0.026,0,0
"1205",1205,"Asesores","T","America",0.026,365,0.25
"1206",1206,"","T","America",0.234,386,1.71
"1207",1207,"Asesores","T","America",0.126,0,0
"1208",1208,"Asesores","T","America",0.193,0,0
"1209",1209,"Asesores","T","America",0.026,8,0.1
"1210",1210,"Asesores","T","Europa",0.09,4,0.16
"1211",1211,"Asesores","T","America",0.063,0,0
"1212",1212,"Asesores","T","America",0.357,0,0
"1213",1213,"Asesores","T","America",0.026,0,0
"1214",1214,"Educacion","T","Europa",0.09,0,0
"1215",1215,"Asesores","T","America",0.026,0,0
"1216",1216,"Asesores","T","Europa",0.074,0,0
"1217",1217,"Asesores","T","America",0.063,5,0.13
"1218",1218,"Educacion","T","America",0.026,0,0
"1219",1219,"Educacion","T","America",0.026,0,0
"1220",1220,"Asesores","T","America",0.226,7,0.3
"1221",1221,"Asesores","T","America",0.158,0,0
"1222",1222,"Asesores","T","Asia",0.545,12,0.62
"1223",1223,"Asesores","T","America",0.158,9,0.23
"1224",1224,"Asesores","T","America",0.212,216,0.92
"1225",1225,"Asesores","T","America",0.063,0,0
"1226",1226,"Asesores","T","America",0.026,0,0
"1227",1227,"Educacion","M","Europa",0.026,65,0.09
"1228",1228,"Asesores","M","Europa",0.074,0,0
"1229",1229,"Educacion","M","Europa",0.09,3,0.16
"1230",1230,"Asesores","T","America",0.063,0,0
"1231",1231,"Asesores","T","America",0.026,0,0
"1232",1232,"Asesores","T","America",0.142,197,0.64
"1233",1233,"Asesores","T","America",0.226,110,0.52
"1234",1234,"Asesores","T","America",0.026,0,0
"1235",1235,"Asesores","T","America",0.026,12,0.1
"1236",1236,"Educacion","T","America",0.026,0,0
"1237",1237,"Educacion","T","America",0.209,0,0
"1238",1238,"Asesores","T","America",0.226,129,0.75
"1239",1239,"Asesores","T","America",0.026,101,0.12
"1240",1240,"Asesores","T","America",0.026,375,0.25
"1241",1241,"Asesores","T","America",0.026,0,0
"1242",1242,"Asesores","T","America",0.026,0,0
"1243",1243,"Asesores","T","America",0.026,0,0
"1244",1244,"Asesores","T","America",0.026,0,0
"1245",1245,"Asesores","T","Europa",0.09,1985,3.13
"1246",1246,"Asesores","T","Europa",0,0,0
"1247",1247,"Asesores","T","America",0.026,52,0.1
"1248",1248,"Asesores","T","America",0.026,65,0.12
"1249",1249,"Asesores","T","America",0.026,55,0.1
"1250",1250,"Asesores","T","America",0.007,0,0
"1251",1251,"Asesores","T","America",0.026,0,0
"1252",1252,"Asesores","T","America",0.226,5,0.3
"1253",1253,"Asesores","T","America",0.126,0,0
"1254",1254,"Asesores","T","America",0.026,576,0.33
"1255",1255,"Asesores","T","America",0.026,0,0
"1256",1256,"","T","America",0.063,47,0.13
"1257",1257,"Asesores","T","America",0.026,0,0
"1258",1258,"Asesores","T","America",0.142,0,0
"1259",1259,"Asesores","T","America",0.026,54,0.1
"1260",1260,"","T","America",0.063,0,0
"1261",1261,"Asesores","T","America",0.026,0,0
"1262",1262,"Asesores","T","America",0.026,0,0
"1263",1263,"Asesores","T","America",0.026,0,0
"1264",1264,"Asesores","T","America",0.226,45,0.3
"1265",1265,"Asesores","T","America",0.026,26,0.1
"1266",1266,"Asesores","T","America",0.239,1237,5.09
"1267",1267,"Asesores","T","America",0.126,0,0
"1268",1268,"Asesores","T","America",0.026,22,0.1
"1269",1269,"Asesores","T","America",0.063,0,0
"1270",1270,"","T","America",0.063,0,0
"1271",1271,"Asesores","T","America",0.026,0,0
"1272",1272,"Educacion","T","America",0.026,9,0.07
"1273",1273,"Asesores","T","America",0.026,0,0
"1274",1274,"Asesores","T","America",0.026,75,0.12
"1275",1275,"Asesores","T","Europa",0.09,51,0.16
"1276",1276,"Asesores","T","America",0.022,0,0
"1277",1277,"Asesores","T","America",0.126,183,0.57
"1278",1278,"Asesores","T","America",0.226,411,1.65
"1279",1279,"Asesores","T","America",0.086,0,0
"1280",1280,"Asesores","T","America",0.007,0,0
"1281",1281,"Asesores","T","America",0.026,0,0
"1282",1282,"Asesores","T","America",0.226,0,0
"1283",1283,"Asesores","T","Europa",0,0,0
"1284",1284,"Asesores","T","America",0.026,31,0.1
"1285",1285,"Asesores","T","America",0.063,61,0.2
"1286",1286,"Asesores","T","America",0.137,40,0.21
"1287",1287,"Asesores","T","America",0.021,6,0.06
"1288",1288,"","T","America",0.063,811,0.95
"1289",1289,"Asesores","T","America",0.063,169,0.26
"1290",1290,"Asesores","T","Europa",0.09,12,0.16
"1291",1291,"Asesores","T","America",0.158,27,0.23
"1292",1292,"Asesores","T","America",0.063,0,0
"1293",1293,"Asesores","T","Europa",0,0,0
"1294",1294,"Asesores","T","Europa",0.021,0,0
"1295",1295,"Asesores","T","America",0.026,310,0.23
"1296",1296,"Asesores","T","America",0,0,0
"1297",1297,"Asesores","T","America",0.026,0,0
"1298",1298,"Asesores","T","America",0.021,34,0.06
"1299",1299,"Asesores","T","America",0.063,0,0
"1300",1300,"Asesores","T","America",0.007,0,0
"1301",1301,"Asesores","T","America",0.026,41,0.1
"1302",1302,"Educacion","T","America",0.137,45,0.21
"1303",1303,"","T","America",0.026,176,0.15
"1304",1304,"Asesores","T","America",0.063,414,0.51
"1305",1305,"Asesores","T","America",0.007,0,0
"1306",1306,"","T","America",0.026,117,0.12
"1307",1307,"Asesores","T","America",0.063,50,0.13
"1308",1308,"","T","America",0.026,21,0.1
"1309",1309,"Educacion","T","Asia",0.545,0,0
"1310",1310,"Asesores","T","America",0.026,0,0
"1311",1311,"Asesores","T","America",0.142,28,0.21
"1312",1312,"Asesores","T","America",0.007,0,0
"1313",1313,"Asesores","T","America",0.026,23,0.1
"1314",1314,"Asesores","T","America",0.026,0,0
"1315",1315,"Educacion","T","America",0.086,8,0.16
"1316",1316,"Educacion","T","America",0.007,2,0.05
"1317",1317,"Asesores","T","America",0.026,0,0
"1318",1318,"Educacion","T","America",0.026,0,0
"1319",1319,"Asesores","T","America",0.226,29,0.3
"1320",1320,"Asesores","T","America",0.026,21,0.1
"1321",1321,"Asesores","T","America",0.063,0,0
"1322",1322,"Asesores","T","America",0.026,0,0
"1323",1323,"Asesores","T","America",0.026,14,0.1
"1324",1324,"Asesores","T","America",0.026,27,0.1
"1325",1325,"Asesores","T","America",0.063,0,0
"1326",1326,"Educacion","T","America",0.021,5,0.06
"1327",1327,"","T","America",0.063,0,0
"1328",1328,"Asesores","T","America",0.026,486,0.3
"1329",1329,"Educacion","T","America",0.063,0,0
"1330",1330,"Asesores","T","America",0.026,40,0.1
"1331",1331,"Asesores","T","America",0.026,0,0
"1332",1332,"Educacion","T","America",0.063,0,0
"1333",1333,"Educacion","T","Europa",0.09,1199,1.87
"1334",1334,"Asesores","T","America",0.026,26,0.1
"1335",1335,"Educacion","T","America",0.357,0,0
"1336",1336,"Asesores","T","America",0.021,349,0.17
"1337",1337,"","T","America",0.063,0,0
"1338",1338,"Educacion","T","America",0.026,0,0
"1339",1339,"","T","America",0.063,0,0
"1340",1340,"Asesores","T","America",0.086,27,0.16
"1341",1341,"Asesores","T","America",0.086,35,0.16
"1342",1342,"Asesores","T","America",0.026,0,0
"1343",1343,"Educacion","T","America",0.055,0,0
"1344",1344,"Educacion","T","America",0.055,0,0
"1345",1345,"Asesores","T","America",0.026,3,0.1
"1346",1346,"Asesores","T","America",0.026,3,0.1
"1347",1347,"Asesores","T","America",0.026,56,0.1
"1348",1348,"Asesores","T","America",0.026,0,0
"1349",1349,"Asesores","T","America",0.026,0,0
"1350",1350,"Asesores","T","America",0.026,26,0.1
"1351",1351,"Asesores","T","America",0.177,3,0.25
"1352",1352,"Asesores","T","America",0.063,897,1.02
"1353",1353,"Educacion","T","America",0.063,106,0.2
"1354",1354,"Educacion","T","America",0.04,0,0
"1355",1355,"Asesores","T","America",0.126,0,0
"1356",1356,"Educacion","T","America",0.04,0,0
"1357",1357,"Asesores","T","America",0.026,56,0.1
"1358",1358,"Asesores","T","America",0.026,0,0
"1359",1359,"Educacion","T","America",0.126,0,0
"1360",1360,"Asesores","T","America",0.026,1,0
"1361",1361,"Educacion","T","America",0.158,291,0.86
"1362",1362,"Asesores","T","America",0.126,19,0.2
"1363",1363,"Educacion","T","America",0.177,73,0.42
"1364",1364,"Educacion","T","America",0.026,0,0
"1365",1365,"Asesores","T","America",0.021,481,0.23
"1366",1366,"Asesores","T","America",0.04,0,0
"1367",1367,"Asesores","T","America",0.026,0,0
"1368",1368,"Asesores","T","America",0.026,0,0
"1369",1369,"Asesores","T","America",0.007,0,0
"1370",1370,"Asesores","T","America",0.026,74,0.12
"1371",1371,"Educacion","T","Africa",0.496,132,1.56
"1372",1372,"","T","America",0.026,0,0
"1373",1373,"","T","America",0.026,0,0
"1374",1374,"Asesores","T","America",0.026,386,0.25
"1375",1375,"Asesores","T","America",0.158,0,0
"1376",1376,"Educacion","T","America",0.153,619,1.75
"1377",1377,"Asesores","T","America",0.026,40,0.1
"1378",1378,"Asesores","T","Europa",0.09,0,0
"1379",1379,"Asesores","T","America",0.026,0,0
"1380",1380,"Asesores","T","America",0.063,65,0.2
"1381",1381,"","T","America",0.226,1,0
"1382",1382,"Asesores","T","America",0.063,3,0.13
"1383",1383,"Asesores","T","America",0.026,53,0.1
"1384",1384,"Asesores","T","America",0.026,0,0
"1385",1385,"Asesores","T","America",0.063,5,0.13
"1386",1386,"Asesores","T","America",0.137,16,0.21
"1387",1387,"Asesores","T","America",0.153,81,0.38
"1388",1388,"Educacion","T","America",0.026,0,0
"1389",1389,"Asesores","T","America",0.026,0,0
"1390",1390,"Asesores","T","America",0.062,317,0.44
"1391",1391,"Educacion","T","America",0.021,184,0.12
"1392",1392,"","T","America",0.026,0,0
"1393",1393,"Asesores","T","America",0.026,343,0.23
"1394",1394,"Educacion","T","America",0.226,160,0.75
"1395",1395,"Educacion","T","America",0.063,168,0.26
"1396",1396,"Asesores","T","America",0.209,379,1.53
"1397",1397,"Asesores","T","America",0.181,0,0
"1398",1398,"Educacion","T","America",0.209,295,1.12
"1399",1399,"Asesores","T","America",0.177,248,0.96
"1400",1400,"Asesores","T","America",0.026,26,0.1
"1401",1401,"Asesores","T","America",0.007,0,0
"1402",1402,"Asesores","T","America",0.026,0,0
"1403",1403,"Asesores","T","America",0.153,189,0.68
"1404",1404,"Asesores","T","America",0.063,0,0
"1405",1405,"Educacion","T","America",0.226,0,0
"1406",1406,"Asesores","T","America",0.137,4,0.21
"1407",1407,"Asesores","T","America",0.026,0,0
"1408",1408,"Asesores","T","America",0.153,7,0.22
"1409",1409,"Asesores","M","Europa",0.067,0,0
"1410",1410,"Asesores","M","Asia",0.334,0,0
"1411",1411,"Otros","M","Europa",0.05,0,0
"1412",1412,"Educacion","M","Europa",0.211,0,0
"1413",1413,"Educacion","M","Europa",0.09,0,0
"1414",1414,"Asesores","T","America",0.026,0,0
"1415",1415,"Educacion","T","America",0.226,0,0
"1416",1416,"Asesores","T","America",0.026,218,0.17
"1417",1417,"Asesores","T","America",0.126,29,0.2
"1418",1418,"Asesores","T","America",0.026,3,0.1
"1419",1419,"Asesores","T","America",0.026,0,0
"1420",1420,"Asesores","T","America",0.026,0,0
"1421",1421,"Asesores","T","America",0.126,21,0.2
"1422",1422,"Asesores","T","America",0.063,0,0
"1423",1423,"Asesores","T","America",0.063,264,0.39
"1424",1424,"Asesores","T","America",0.126,0,0
"1425",1425,"Asesores","T","America",0.026,0,0
"1426",1426,"Asesores","T","America",0.126,28,0.2
"1427",1427,"Asesores","T","America",0.026,33,0.1
"1428",1428,"Asesores","T","America",0.026,370,0.25
"1429",1429,"Asesores","T","America",0.026,5,0.1
"1430",1430,"Asesores","T","America",0.026,0,0
"1431",1431,"Educacion","T","America",0.021,169,0.1
"1432",1432,"Otros","T","Europa",0.074,707,0.96
"1433",1433,"Asesores","T","",0,0,0
"1434",1434,"Asesores","T","",0,0,0
"1435",1435,"Asesores","T","America",0.026,0,0
"1436",1436,"Asesores","T","America",0.026,0,0
"1437",1437,"Asesores","T","America",0.026,12,0.1
"1438",1438,"Asesores","T","America",0.026,701,0.38
"1439",1439,"Asesores","T","America",0.026,196,0.17
"1440",1440,"Asesores","T","Europa",0.072,420,0.57
"1441",1441,"Asesores","T","America",0.026,476,0.28
"1442",1442,"Asesores","T","America",0.026,0,0
"1443",1443,"Asesores","T","America",0.026,0,0
"1444",1444,"Asesores","T","America",0.158,279,0.86
"1445",1445,"Asesores","T","America",0.181,0,0
"1446",1446,"Asesores","T","America",0.026,0,0
"1447",1447,"Asesores","T","America",0.026,108,0.12
"1448",1448,"Asesores","T","America",0.334,33,0.4
"1449",1449,"Asesores","T","Africa",0.292,0,0
"1450",1450,"Educacion","T","America",0.086,42,0.16
"1451",1451,"Asesores","T","America",0.126,262,0.7
"1452",1452,"Asesores","T","America",0.026,0,0
"1453",1453,"Asesores","T","Europa",0.09,755,1.24
"1454",1454,"Asesores","T","America",0.026,27,0.1
"1455",1455,"Asesores","T","America",0.026,6,0.1
"1456",1456,"Asesores","T","America",0.063,1,0
"1457",1457,"Educacion","T","America",0.158,0,0
"1458",1458,"Asesores","T","America",0.04,0,0
"1459",1459,"Asesores","T","America",0.063,0,0
"1460",1460,"Asesores","T","America",0.063,24,0.13
"1461",1461,"Asesores","T","Europa",0.072,23,0.14
"1462",1462,"Asesores","T","America",0.026,568,0.33
"1463",1463,"Asesores","T","America",0.026,125,0.15
"1464",1464,"Asesores","T","America",0.026,0,0
"1465",1465,"Asesores","T","America",0.026,36,0.1
"1466",1466,"Asesores","T","America",0.026,0,0
"1467",1467,"Asesores","T","America",0.244,0,0
"1468",1468,"Educacion","T","America",0.209,53,0.28
"1469",1469,"Asesores","T","America",0.026,38,0.1
"1470",1470,"Asesores","T","Europa",0.211,194,0.91
"1471",1471,"","T","America",0.209,213,0.91
"1472",1472,"Asesores","T","Europa",0.09,28,0.16
"1473",1473,"Educacion","T","America",0.063,0,0
"1474",1474,"Asesores","T","America",0.126,389,0.95
"1475",1475,"Educacion","T","America",0.113,110,0.3
"1476",1476,"Educacion","T","America",0.209,22,0.28
"1477",1477,"Asesores","T","America",0.063,0,0
"1478",1478,"","T","America",0.063,0,0
"1479",1479,"Asesores","T","America",0.063,0,0
"1480",1480,"Educacion","T","America",0.063,48,0.13
"1481",1481,"Asesores","T","America",0.007,0,0
"1482",1482,"Asesores","T","America",0.026,0,0
"1483",1483,"Asesores","T","America",0.026,0,0
"1484",1484,"Asesores","T","America",0.142,0,0
"1485",1485,"Asesores","T","America",0.158,16,0.23
"1486",1486,"Asesores","T","America",0.026,0,0
"1487",1487,"Asesores","T","America",0.026,0,0
"1488",1488,"Asesores","T","America",0.026,0,0
"1489",1489,"","T","America",0.026,97,0.12
"1490",1490,"","T","America",0.063,0,0
"1491",1491,"Educacion","T","America",0.158,37,0.23
"1492",1492,"Asesores","T","America",0.026,20,0.1
"1493",1493,"Asesores","T","America",0.026,0,0
"1494",1494,"Asesores","T","America",0.063,345,0.45
"1495",1495,"Asesores","T","America",0.026,37,0.1
"1496",1496,"Asesores","T","America",0.063,0,0
"1497",1497,"Educacion","T","America",0.026,0,0
"1498",1498,"Asesores","T","America",0.026,0,0
"1499",1499,"Asesores","T","Europa",0.181,1077,3.33
"1500",1500,"Educacion","T","America",0.209,9,0.28
"1501",1501,"Asesores","T","Europa",0.021,0,0
"1502",1502,"Asesores","T","America",0.026,6,0.1
"1503",1503,"Asesores","T","America",0.026,2,0.1
"1504",1504,"Educacion","T","America",0.021,171,0.1
"1505",1505,"Asesores","T","America",0.026,55,0.1
"1506",1506,"Asesores","T","America",0.026,0,0
"1507",1507,"Asesores","T","America",0.126,153,0.45
"1508",1508,"Educacion","T","Europa",0.09,7,0.16
"1509",1509,"Otros","T","Europa",0.09,90,0.25
"1510",1510,"Asesores","T","America",0.063,603,0.76
"1511",1511,"Asesores","T","America",0.026,0,0
"1512",1512,"Asesores","T","America",0.026,0,0
"1513",1513,"Asesores","T","America",0.026,9,0.1
"1514",1514,"Educacion","T","America",0.153,13,0.22
"1515",1515,"Asesores","T","America",0.026,17,0.1
"1516",1516,"Asesores","T","America",0.026,0,0
"1517",1517,"Asesores","T","America",0.026,0,0
"1518",1518,"Asesores","T","Europa",0.021,3,0.06
"1519",1519,"Asesores","T","America",0.026,0,0
"1520",1520,"Asesores","T","America",0.007,0,0
"1521",1521,"Asesores","T","America",0.026,68,0.12
"1522",1522,"Educacion","T","America",0.026,0,0
"1523",1523,"Asesores","T","America",0.063,6,0.13
"1524",1524,"Asesores","T","America",0.226,36,0.3
"1525",1525,"Asesores","T","America",0.226,0,0
"1526",1526,"Asesores","T","America",0.226,0,0
"1527",1527,"Asesores","T","America",0.226,0,0
"1528",1528,"Otros","T","Europa",0.09,43,0.16
"1529",1529,"Educacion","T","America",0.135,400,1.02
"1530",1530,"Educacion","T","Europa",0.181,28,0.25
"1531",1531,"Educacion","T","Europa",0.09,28,0.16
"1532",1532,"Educacion","T","America",0.086,29,0.16
"1533",1533,"Educacion","T","Europa",0.05,1,0.12
"1534",1534,"Educacion","T","Europa",0.211,18,0.28
"1535",1535,"Otros","T","Europa",0.09,463,0.79
"1536",1536,"Otros","T","Europa",0.09,0,0
"1537",1537,"Otros","T","Europa",0.09,33,0.16
"1538",1538,"Asesores","T","Europa",0.09,288,0.52
"1539",1539,"Otros","T","Europa",0.09,0,0
"1540",1540,"Otros","T","Europa",0.12,0,0.24
"1541",1541,"Asesores","T","America",0.158,247,0.86
"1542",1542,"Otros","T","Europa",0.09,25,0.16
"1543",1543,"Educacion","M","Europa",0.211,5,0.28
"1544",1544,"Educacion","M","America",0.153,79,0.38
"1545",1545,"Asesores","M","Europa",0.09,2,0.16
"1546",1546,"Asesores","M","Europa",0.09,0,0
"1547",1547,"Educacion","M","Europa",0.297,33,0.37
"1548",1548,"Educacion","M","America",0.007,0,0
"1549",1549,"","T","America",0.063,714,0.83
"1550",1550,"Asesores","T","America",0.158,0,0
"1551",1551,"Asesores","T","America",0.063,3,0.13
"1552",1552,"Asesores","T","America",0.026,32,0.1
"1553",1553,"Asesores","T","America",0.026,0,0
"1554",1554,"Asesores","T","America",0.026,0,0
"1555",1555,"Asesores","T","America",0.026,0,0
"1556",1556,"Asesores","T","America",0.026,320,0.23
"1557",1557,"Otros","T","America",0.158,0,0
"1558",1558,"Asesores","T","America",0.126,392,0.95
"1559",1559,"Otros","T","America",0.177,0,0
"1560",1560,"Asesores","T","America",0.026,0,0
"1561",1561,"Asesores","T","America",0.026,0,0
"1562",1562,"Asesores","T","America",0.153,392,1.14
"1563",1563,"","T","America",0.026,835,0.43
"1564",1564,"Otros","T","America",0.063,637,0.76
"1565",1565,"Educacion","T","America",0.142,0,0
"1566",1566,"Asesores","T","America",0.137,379,1.03
"1567",1567,"Asesores","T","America",0.026,628,0.36
"1568",1568,"Asesores","T","America",0.026,10,0.1
"1569",1569,"Asesores","T","America",0.026,0,0
"1570",1570,"Educacion","T","America",0.086,5,0.16
"1571",1571,"Asesores","T","America",0,0,0
"1572",1572,"Asesores","T","America",0.063,0,0
"1573",1573,"Asesores","T","America",0.026,0,0
"1574",1574,"Asesores","T","America",0.063,0,0
"1575",1575,"Asesores","T","America",0.026,0,0
"1576",1576,"Asesores","T","America",0.063,265,0.39
"1577",1577,"Asesores","T","America",0.026,0,0
"1578",1578,"Educacion","T","America",0.226,0,0
"1579",1579,"Asesores","T","America",0.026,0,0
"1580",1580,"Asesores","T","America",0.026,0,0
"1581",1581,"Asesores","T","America",0.063,25,0.13
"1582",1582,"Asesores","T","America",0.026,0,0
"1583",1583,"Asesores","T","America",0.026,0,0
"1584",1584,"Asesores","T","America",0.026,0,0
"1585",1585,"Otros","T","America",0.026,0,0
"1586",1586,"Asesores","T","America",0.026,6,0.1
"1587",1587,"Asesores","T","America",0.026,0,0
"1588",1588,"Asesores","T","America",0.026,0,0
"1589",1589,"Educacion","T","Europa",0.09,83,0.25
"1590",1590,"Asesores","T","America",0.007,0,0
"1591",1591,"Educacion","T","Europa",0.09,0,0
"1592",1592,"Asesores","T","America",0.026,9,0.1
"1593",1593,"Asesores","T","America",0.026,0,0
"1594",1594,"Asesores","T","America",0.226,344,1.43
"1595",1595,"Educacion","T","America",0.026,26,0.1
"1596",1596,"Asesores","T","America",0.026,0,0
"1597",1597,"Educacion","T","America",0.063,0,0
"1598",1598,"Asesores","T","America",0.026,0,0
"1599",1599,"Educacion","T","America",0.142,25,0.21
"1600",1600,"Educacion","T","America",0.111,143,0.4
"1601",1601,"Asesores","T","America",0.063,1,0.13
"1602",1602,"Otros","T","Europa",0.074,0,0
"1603",1603,"Asesores","T","America",0.063,81,0.2
"1604",1604,"Otros","T","Europa",0.09,0,0
"1605",1605,"Asesores","T","America",0.04,30,0.11
"1606",1606,"Otros","T","Europa",0.09,0,0
"1607",1607,"Educacion","T","America",0.026,1403,0.68
"1608",1608,"Asesores","T","America",0.026,0,0
"1609",1609,"","T","America",0.026,0,0
"1610",1610,"Asesores","T","America",0.063,369,0.51
"1611",1611,"Asesores","T","America",0.026,0,0
"1612",1612,"Otros","T","America",0.086,3,0.16
"1613",1613,"Educacion","T","America",0.226,0,0
"1614",1614,"Educacion","T","America",0.357,1,0.43
"1615",1615,"Otros","T","America",0.086,5,0.16
"1616",1616,"Asesores","T","America",0.126,16,0.2
"1617",1617,"Educacion","T","America",0.126,154,0.45
"1618",1618,"Educacion","T","America",0.026,0,0
"1619",1619,"Educacion","T","America",0.026,79,0.12
"1620",1620,"Otros","T","America",0.026,0,0
"1621",1621,"Educacion","T","America",0.126,0,0
"1622",1622,"Otros","T","America",0.158,0,0
"1623",1623,"Educacion","T","Europa",0.067,0,0
"1624",1624,"Otros","T","America",0.063,0,0
"1625",1625,"Educacion","T","America",0.026,0,0
"1626",1626,"Otros","T","America",0.026,4,0.1
"1627",1627,"Asesores","T","America",0.026,0,0
"1628",1628,"Educacion","T","America",0.026,0,0
"1629",1629,"Otros","T","America",0.063,0,0
"1630",1630,"Otros","T","America",0.063,0,0
"1631",1631,"Asesores","T","America",0.026,0,0
"1632",1632,"Otros","T","America",0.063,0,0
"1633",1633,"Asesores","T","America",0.026,0,0
"1634",1634,"Otros","T","America",0.063,0,0
"1635",1635,"Asesores","T","America",0.126,0,0
"1636",1636,"Asesores","T","America",0.063,0,0
"1637",1637,"Asesores","T","America",0.026,0,0
"1638",1638,"Asesores","T","America",0.026,0,0
"1639",1639,"Otros","T","America",0.063,0,0
"1640",1640,"Asesores","T","America",0.026,0,0
"1641",1641,"Asesores","T","America",0.063,174,0.26
"1642",1642,"Asesores","T","America",0.026,45,0.1
"1643",1643,"Asesores","T","America",0.026,0,0
"1644",1644,"Asesores","T","America",0.026,0,0
"1645",1645,"Asesores","T","America",0.026,0,0
"1646",1646,"Otros","T","America",0.063,0,0
"1647",1647,"Otros","T","America",0.063,0,0
"1648",1648,"Asesores","T","Europa",0.09,1244,1.96
"1649",1649,"Asesores","T","America",0.007,0,0
"1650",1650,"Asesores","T","America",0.212,643,2.4
"1651",1651,"Educacion","T","America",0,0,0
"1652",1652,"Asesores","T","America",0.026,0,0
"1653",1653,"Asesores","T","America",0.063,0,0
"1654",1654,"Asesores","T","America",0.026,0,0
"1655",1655,"Asesores","T","America",0.026,4,0.1
"1656",1656,"Asesores","T","America",0.026,218,0.17
"1657",1657,"Asesores","T","Europa",0.021,0,0
"1658",1658,"Otros","T","America",0.026,0,0
"1659",1659,"Otros","T","America",0.026,0,0
"1660",1660,"Asesores","T","America",0.063,0,0
"1661",1661,"Asesores","T","America",0.063,30,0.13
"1662",1662,"Asesores","T","America",0.026,0,0
"1663",1663,"Asesores","T","America",0.026,0,0
"1664",1664,"Asesores","T","America",0.026,0,0
"1665",1665,"","T","America",0.226,433,1.88
"1666",1666,"Asesores","T","America",0.063,54,0.13
"1667",1667,"Educacion","T","America",0.153,40,0.22
"1668",1668,"Asesores","T","America",0.007,0,0
"1669",1669,"Asesores","T","America",0.193,34,0.26
"1670",1670,"Asesores","T","America",0.126,56,0.2
"1671",1671,"Educacion","T","America",0.226,10,0.3
"1672",1672,"Educacion","T","America",0.226,861,3.46
"1673",1673,"Asesores","T","America",0.026,0,0
"1674",1674,"Educacion","T","America",0.144,3,0.21
"1675",1675,"Educacion","T","America",0.209,14,0.28
"1676",1676,"Educacion","T","America",0.026,0,0
"1677",1677,"Asesores","T","America",0.026,0,0
"1678",1678,"Educacion","T","America",0.063,27,0.13
"1679",1679,"Educacion","T","America",0.026,0,0
"1680",1680,"Educacion","T","America",0.007,0,0
"1681",1681,"Educacion","T","America",0.007,113,0.05
"1682",1682,"Asesores","T","America",0.063,0,0
"1683",1683,"Asesores","T","America",0.026,0,0
"1684",1684,"Asesores","T","America",0.026,0,0
"1685",1685,"Asesores","T","America",0.026,0,0
"1686",1686,"Educacion","T","Asia",0.041,0,0
"1687",1687,"Educacion","T","Asia",0.041,0,0
"1688",1688,"Educacion","T","America",0.153,37,0.22
"1689",1689,"Educacion","T","America",0.086,9,0.16
"1690",1690,"Asesores","T","America",0.153,44,0.22
"1691",1691,"","T","America",0.063,0,0
