"","X","Grupo","Fecha","Destino","Tarifa.min","Duración","Cantidad"
"580",580,"Asesores","T","America",0.158,25,0.23
"581",581,"Asesores","T","America",0.026,37,0.1
"582",582,"Asesores","T","America",0.026,65,0.12
"583",583,"Asesores","T","America",0.026,0,0
"584",584,"Asesores","T","America",0.026,0,0
"585",585,"Asesores","T","America",0.026,0,0
"586",586,"Asesores","T","America",0.063,0,0
"587",587,"Asesores","T","America",0.026,0,0
"588",588,"Asesores","T","America",0.026,0,0
"589",589,"","T","America",0.209,844,3.21
"590",590,"Asesores","T","America",0.026,0,0
"591",591,"Asesores","T","America",0.026,0,0
"592",592,"Asesores","T","America",0.026,0,0
"593",593,"","T","America",0.026,4,0.1
"594",594,"Asesores","T","America",0.026,0,0
"595",595,"Asesores","T","America",0.021,8,0.06
"596",596,"Asesores","T","America",0.026,352,0.23
"597",597,"Asesores","T","America",0.026,0,0
"598",598,"Asesores","T","America",0.126,50,0.2
"599",599,"Asesores","T","America",0.026,0,0
"600",600,"Educacion","T","America",0.135,0,0
"601",601,"Asesores","T","America",0.026,95,0.12
"602",602,"Educacion","T","America",0.226,0,0
"603",603,"Otros","T","America",0.026,0,0
"604",604,"Otros","T","America",0.007,0,0
"605",605,"Asesores","T","America",0.026,0,0
"606",606,"Asesores","T","America",0.026,0,0
"607",607,"Asesores","T","America",0.126,1,0.2
"608",608,"Educacion","T","America",0.142,20,0.21
"609",609,"Otros","T","America",0.026,72,0.12
"610",610,"Otros","T","America",0.007,0,0
"611",611,"Educacion","T","America",0.114,0,0
"612",612,"","T","America",0.063,115,0.2
"613",613,"Asesores","T","America",0.026,0,0
"614",614,"Asesores","T","America",0.026,555,0.33
"615",615,"Asesores","T","America",0.026,0,0
"616",616,"Otros","T","America",0.026,86,0.12
"617",617,"Asesores","T","America",0.026,0,0
"618",618,"Asesores","T","America",0.026,13,0.1
"619",619,"Asesores","T","America",0.063,26,0.13
"620",620,"Asesores","T","America",0.026,3,0.1
"621",621,"Asesores","T","America",0.026,3,0.1
"622",622,"","T","America",0.063,0,0
"623",623,"Asesores","T","America",0.026,111,0.12
"624",624,"Otros","T","America",0.026,31,0.1
"625",625,"Asesores","T","America",0.026,0,0
"626",626,"Otros","T","America",0.026,14,0.1
"627",627,"Asesores","T","America",0.026,0,0
"628",628,"Otros","T","America",0.007,0,0
"629",629,"Otros","T","America",0.026,1,0.1
"630",630,"Otros","T","America",0.007,0,0
"631",631,"Educacion","T","America",0.021,4,0.06
"632",632,"Asesores","T","America",0.026,93,0.12
"633",633,"Asesores","T","America",0.026,0,0
"634",634,"Asesores","T","America",0.026,0,0
"635",635,"Asesores","T","America",0.063,0,0
"636",636,"Asesores","T","America",0.063,0,0
"637",637,"Asesores","T","America",0.063,0,0
"638",638,"Asesores","T","America",0.026,0,0
"639",639,"Asesores","T","America",0.026,0,0
"640",640,"Asesores","T","America",0.063,0,0
"641",641,"Educacion","T","America",0.158,85,0.39
"642",642,"Educacion","T","America",0.158,3,0.23
"643",643,"Asesores","T","Europa",0.09,0,0
"644",644,"Asesores","T","America",0.026,184,0.17
"645",645,"Educacion","T","America",0.063,102,0.2
"646",646,"Asesores","T","America",0.026,69,0.12
"647",647,"Asesores","T","America",0.026,53,0.1
"648",648,"Asesores","T","America",0.063,12,0.13
"649",649,"Asesores","T","America",0.126,56,0.2
"650",650,"Asesores","T","America",0.026,0,0
"651",651,"Asesores","T","America",0.026,0,0
"652",652,"Asesores","T","America",0.026,0,0
"653",653,"Asesores","T","America",0.063,3,0.13
"654",654,"Asesores","T","America",0.026,0,0
"655",655,"Asesores","T","America",0.04,0,0
"656",656,"Asesores","T","America",0.026,74,0.12
"657",657,"Asesores","T","America",0.026,0,0
"658",658,"Educacion","T","America",0.026,0,0
"659",659,"Asesores","T","America",0.026,561,0.33
"660",660,"Otros","T","America",0.026,54,0.1
"661",661,"Otros","T","America",0.007,0,0
"662",662,"Educacion","T","Europa",0.181,158,0.61
"663",663,"Otros","T","America",0.026,0,0
"664",664,"Otros","T","America",0.007,0,0
"665",665,"Asesores","T","America",0.142,241,0.78
"666",666,"Asesores","T","America",0.142,9,0.21
"667",667,"Otros","T","America",0.026,3,0.1
"668",668,"Otros","T","America",0.007,0,0
"669",669,"Asesores","T","America",0.026,0,0
"670",670,"Otros","T","America",0.026,60,0.1
"671",671,"Asesores","T","America",0.026,0,0
"672",672,"Otros","T","America",0.026,0,0
"673",673,"Asesores","T","America",0.026,0,0
"674",674,"Otros","T","America",0.026,4,0.1
"675",675,"Otros","T","America",0.026,3,0.1
"676",676,"Otros","T","America",0.007,0,0
"677",677,"Educacion","T","America",0.226,0,0
"678",678,"Educacion","T","America",0.086,140,0.33
"679",679,"","T","America",0.063,503,0.64
"680",680,"Educacion","T","Europa",0.072,45,0.14
"681",681,"","T","Europa",0.09,0,0
"682",682,"Asesores","T","America",0.026,223,0.17
"683",683,"Asesores","T","America",0.026,72,0.12
"684",684,"","T","Europa",0.09,0,0
"685",685,"Educacion","T","America",0.007,17,0.05
"686",686,"Asesores","T","America",0.209,6,0.28
"687",687,"Educacion","T","America",0.026,0,0
"688",688,"Asesores","T","America",0.026,657,0.36
"689",689,"Asesores","T","America",0.026,0,0
"690",690,"Asesores","T","America",0.026,0,0
"691",691,"Asesores","T","America",0.026,0,0
"692",692,"Asesores","T","America",0.026,18,0.1
"693",693,"Asesores","T","America",0.126,0,0
"694",694,"Educacion","T","America",0.063,115,0.2
"695",695,"Educacion","T","America",0.04,12,0.11
"696",696,"Educacion","T","America",0.04,5,0.11
"697",697,"Educacion","T","America",0.04,23,0.11
"698",698,"Educacion","T","America",0.063,0,0
"699",699,"Educacion","T","America",0.063,0,0
"700",700,"Educacion","T","America",0.04,0,0
"701",701,"Asesores","T","America",0.026,0,0
"702",702,"Educacion","T","America",0.026,18,0.1
"703",703,"Asesores","T","America",0.357,7,0.43
"704",704,"Asesores","T","Europa",0.072,361,0.57
"705",705,"Asesores","T","America",0.063,0,0
"706",706,"Asesores","T","America",0.063,0,0
"707",707,"Educacion","T","America",0.086,0,0
"708",708,"Asesores","T","Europa",0.09,10,0.16
"709",709,"Educacion","T","Europa",0.211,85,0.49
"710",710,"Educacion","T","America",0.063,442,0.57
"711",711,"Educacion","T","America",0.063,21,0.13
"712",712,"Educacion","T","America",0.063,757,0.89
"713",713,"Educacion","T","America",0.126,0,0
"714",714,"Educacion","T","Europa",0.113,0,0
"715",715,"Educacion","T","Europa",0.09,22,0.16
"716",716,"Asesores","T","Africa",0.378,0,0
"717",717,"Educacion","T","Europa",0.09,27,0.16
"718",718,"Educacion","T","Europa",0.09,0,0
"719",719,"Educacion","M","Europa",0.072,863,1.15
"720",720,"Educacion","M","Europa",0.108,0,0
"721",721,"Educacion","M","Europa",0.072,642,0.86
"722",722,"Asesores","T","America",0.026,0,0
"723",723,"Asesores","T","America",0.026,9,0.1
"724",724,"Asesores","T","America",0.026,30,0.1
"725",725,"Asesores","T","America",0.026,0,0
"726",726,"Asesores","T","America",0.026,0,0
"727",727,"Asesores","T","America",0.026,0,0
"728",728,"Asesores","T","America",0.026,0,0
"729",729,"Asesores","T","America",0.021,68,0.08
"730",730,"Asesores","T","America",0.026,155,0.15
"731",731,"Asesores","T","America",0.226,1,0
"732",732,"Asesores","T","America",0.026,77,0.12
"733",733,"Asesores","T","America",0.026,0,0
"734",734,"Asesores","T","America",0.026,0,0
"735",735,"Asesores","T","America",0.026,0,0
"736",736,"Asesores","T","America",0.026,0,0
"737",737,"Asesores","T","America",0.026,0,0
"738",738,"Asesores","T","America",0.026,0,0
"739",739,"Asesores","T","America",0.026,0,0
"740",740,"Asesores","T","America",0.026,0,0
"741",741,"Asesores","T","America",0.026,0,0
"742",742,"Asesores","T","America",0.026,0,0
"743",743,"Asesores","T","America",0.026,0,0
"744",744,"Asesores","T","America",0.026,0,0
"745",745,"Asesores","T","America",0.026,3,0.1
"746",746,"Asesores","T","America",0.026,0,0
"747",747,"Asesores","T","America",0.026,33,0.1
"748",748,"Asesores","T","America",0.026,0,0
"749",749,"Asesores","T","America",0.026,0,0
"750",750,"Asesores","T","America",0.026,0,0
"751",751,"Asesores","T","America",0.026,0,0
"752",752,"Otros","T","America",0.026,0,0
"753",753,"","T","Europa",0.113,7,0.18
"754",754,"Asesores","T","America",0.026,19,0.1
"755",755,"Otros","T","America",0.026,37,0.1
"756",756,"Asesores","T","America",0.026,0,0
"757",757,"Asesores","T","America",0.026,79,0.12
"758",758,"","T","America",0.126,66,0.32
"759",759,"Asesores","T","America",0.158,1,0.23
"760",760,"Otros","T","America",0.026,115,0.12
"761",761,"","T","America",0.086,1,0
"762",762,"Asesores","T","America",0.063,0,0
"763",763,"Asesores","T","America",0.04,59,0.11
"764",764,"Otros","T","America",0.153,6,0.22
"765",765,"Asesores","T","America",0.063,1,0
"766",766,"Asesores","T","America",0.026,0,0
"767",767,"Asesores","T","America",0.126,3,0.2
"768",768,"Asesores","T","America",0.026,0,0
"769",769,"Otros","T","America",0.026,10,0.1
"770",770,"Asesores","T","America",0.126,2,0.2
"771",771,"Otros","T","America",0.026,0,0
"772",772,"Otros","T","America",0.026,10,0.1
"773",773,"Asesores","T","America",0.063,5,0.13
"774",774,"Asesores","T","America",0.063,0,0
"775",775,"Asesores","T","America",0.026,0,0
"776",776,"Otros","T","America",0.026,0,0
"777",777,"Otros","T","America",0.026,0,0
"778",778,"Otros","T","America",0.026,36,0.1
"779",779,"Asesores","T","America",0.158,0,0
"780",780,"Asesores","T","America",0.026,122,0.15
"781",781,"Otros","T","America",0.144,4,0.21
"782",782,"Otros","T","America",0.026,0,0
"783",783,"Otros","T","America",0.026,0,0
"784",784,"Asesores","T","America",0.126,35,0.2
"785",785,"Asesores","T","America",0.126,24,0.2
"786",786,"Otros","T","America",0.007,217,0.07
"787",787,"Otros","T","America",0.026,0,0
"788",788,"Asesores","T","America",0.026,2,0.1
"789",789,"Otros","T","America",0.026,0,0
"790",790,"Asesores","T","America",0.026,10,0.1
"791",791,"Asesores","T","America",0.063,0,0
"792",792,"Asesores","T","America",0.209,37,0.28
"793",793,"Asesores","T","America",0.026,471,0.28
"794",794,"","T","America",0.063,0,0
"795",795,"Asesores","T","America",0.026,5,0.1
"796",796,"Educacion","T","America",0.026,19,0.1
"797",797,"Educacion","T","America",0.026,137,0.15
"798",798,"Asesores","T","America",0.239,53,0.31
"799",799,"Educacion","T","America",0.022,0,0
"800",800,"Asesores","T","America",0.026,366,0.25
"801",801,"Educacion","T","America",0.063,186,0.32
"802",802,"Educacion","T","America",0.063,15,0.13
"803",803,"Educacion","T","America",0.153,103,0.38
"804",804,"Otros","T","America",0.209,22,0.28
"805",805,"Asesores","T","America",0.063,0,0
"806",806,"Asesores","T","America",0.111,4,0.18
"807",807,"Otros","T","America",0.026,0,0
"808",808,"Educacion","T","Europa",0.05,0,0
"809",809,"Asesores","T","America",0.137,8,0.21
"810",810,"Asesores","T","America",0.026,346,0.23
"811",811,"","T","America",0.026,0,0
"812",812,"","T","Europa",0,0,0
"813",813,"","T","America",0.026,0,0
"814",814,"","T","America",0.007,0,0
"815",815,"Educacion","T","America",0.026,35,0.1
"816",816,"Otros","T","Europa",0.09,540,0.88
"817",817,"Otros","T","Europa",0.09,2,0.16
"818",818,"Educacion","T","America",0.086,4,0.16
"819",819,"Educacion","T","America",0.007,0,0
"820",820,"Educacion","T","America",0.021,108,0.08
"821",821,"Educacion","T","Europa",0,0,0
"822",822,"Educacion","T","America",0.126,0,0
"823",823,"Educacion","T","America",0.026,0,0
"824",824,"Asesores","T","America",0.063,7,0.13
"825",825,"Educacion","T","America",0.153,29,0.22
"826",826,"Educacion","T","Europa",0.113,0,0
"827",827,"Asesores","T","America",0.026,494,0.3
"828",828,"","T","America",0.177,187,0.78
"829",829,"Educacion","T","America",0.026,0,0
"830",830,"Asesores","T","America",0.026,0,0
"831",831,"Asesores","T","America",0.357,49,0.43
"832",832,"Asesores","T","America",0.153,3,0.22
"833",833,"Asesores","T","America",0.026,28,0.1
"834",834,"Asesores","T","America",0.021,0,0
"835",835,"","T","America",0.177,637,2.02
"836",836,"Asesores","T","America",0.04,0,0
"837",837,"Asesores","T","America",0.04,0,0
"838",838,"Educacion","T","America",0.026,0,0
"839",839,"Educacion","T","America",0.026,0,0
"840",840,"Asesores","T","America",0.026,0,0
"841",841,"","T","America",0.226,259,1.2
"842",842,"Asesores","T","America",0.063,1123,1.27
"843",843,"Asesores","T","America",0.007,0,0
"844",844,"Asesores","T","America",0.007,0,0
"845",845,"Asesores","T","America",0.026,0,0
"846",846,"Educacion","T","America",0.126,477,1.08
"847",847,"Asesores","T","America",0.026,0,0
"848",848,"Educacion","T","America",0.063,64,0.2
"849",849,"","T","America",0.226,33,0.3
"850",850,"","T","America",0.226,1,0
"851",851,"Educacion","T","America",0.063,192,0.32
"852",852,"Otros","T","America",0.026,400,0.25
"853",853,"Otros","T","America",0.007,0,0
"854",854,"Asesores","T","America",0.026,591,0.33
"855",855,"Educacion","T","Europa",0.211,208,0.91
"856",856,"Asesores","T","America",0.026,10,0.1
"857",857,"Asesores","T","America",0.026,0,0
"858",858,"Asesores","T","America",0.026,41,0.1
"859",859,"Asesores","T","America",0.026,0,0
"860",860,"Asesores","T","America",0.021,0,0
"861",861,"Asesores","T","America",0.026,0,0
"862",862,"Asesores","T","America",0.021,54,0.06
"863",863,"Asesores","T","America",0.021,0,0
"864",864,"Asesores","T","America",0.026,19,0.1
"865",865,"Asesores","T","America",0.063,0,0
"866",866,"Asesores","T","America",0.063,578,0.7
"867",867,"Educacion","T","America",0.021,0,0
"868",868,"Asesores","T","Europa",0.09,3,0.16
"869",869,"Asesores","T","America",0.063,0,0
"870",870,"Asesores","T","America",0.063,31,0.13
"871",871,"Educacion","T","America",0.026,0,0
"872",872,"Educacion","T","America",0.063,0,0
"873",873,"Asesores","T","America",0.209,123,0.7
"874",874,"Asesores","T","America",0.063,17,0.13
"875",875,"Asesores","T","America",0.063,39,0.13
"876",876,"Asesores","T","America",0.063,0,0
"877",877,"Asesores","T","America",0.158,33,0.23
"878",878,"Asesores","T","America",0.063,19,0.13
"879",879,"Educacion","T","America",0.063,128,0.26
"880",880,"Asesores","T","Africa",0.292,0,0
"881",881,"Asesores","T","America",0.126,13,0.2
"882",882,"Educacion","T","America",0.063,108,0.2
"883",883,"Educacion","T","Europa",0.021,0,0
"884",884,"Educacion","M","Europa",0.021,0,0
"885",885,"Educacion","M","Europa",0.09,3,0.16
"886",886,"Educacion","M","Europa",0.09,2,0.16
"887",887,"Educacion","M","Europa",0.09,4,0.16
"888",888,"Otros","M","Europa",0.09,716,1.15
"889",889,"Asesores","T","America",0.04,0,0
"890",890,"Asesores","T","America",0.137,9,0.21
"891",891,"Asesores","T","America",0.026,744,0.41
"892",892,"Asesores","T","America",0.026,0,0
"893",893,"Asesores","T","America",0.063,426,0.57
"894",894,"Asesores","T","America",0.026,63,0.12
"895",895,"Asesores","T","America",0.026,10,0.1
"896",896,"Asesores","T","America",0.063,409,0.51
"897",897,"Asesores","T","America",0.026,70,0.12
"898",898,"Asesores","T","America",0.063,21,0.13
"899",899,"Asesores","T","America",0.026,0,0
"900",900,"Asesores","T","America",0.026,0,0
"901",901,"Asesores","T","America",0.026,32,0.1
"902",902,"Asesores","T","America",0.007,0,0
"903",903,"Asesores","T","America",0.026,0,0
"904",904,"Asesores","T","America",0.026,0,0
"905",905,"Asesores","T","America",0.026,0,0
"906",906,"Asesores","T","America",0.026,0,0
"907",907,"Asesores","T","Europa",0.181,40,0.25
"908",908,"Asesores","T","America",0.026,42,0.1
"909",909,"Asesores","T","America",0.026,0,0
"910",910,"Asesores","T","America",0.026,0,0
"911",911,"Asesores","T","America",0.026,0,0
"912",912,"Asesores","T","America",0.026,71,0.12
"913",913,"Asesores","T","America",0.026,0,0
"914",914,"Asesores","T","America",0.026,0,0
"915",915,"Asesores","T","America",0.026,32,0.1
"916",916,"Asesores","T","America",0.026,0,0
"917",917,"Asesores","T","America",0.026,0,0
"918",918,"Asesores","T","America",0.026,0,0
"919",919,"Asesores","T","America",0.026,0,0
"920",920,"Asesores","T","America",0.026,0,0
"921",921,"Asesores","T","America",0.026,0,0
"922",922,"","T","America",0.063,303,0.45
"923",923,"Otros","T","America",0.026,0,0
"924",924,"Otros","T","America",0.026,0,0
"925",925,"Asesores","T","America",0.026,0,0
"926",926,"Asesores","T","",0,0,0
"927",927,"Otros","T","America",0.026,0,0
"928",928,"Asesores","T","America",0.026,440,0.28
"929",929,"Otros","T","America",0.026,0,0
"930",930,"","T","Europa",0.09,8,0.16
"931",931,"Asesores","T","America",0.026,0,0
"932",932,"","T","America",0.026,0,0
"933",933,"Asesores","T","America",0.026,0,0
"934",934,"Asesores","T","America",0.026,0,0
"935",935,"Asesores","T","America",0.026,0,0
"936",936,"Asesores","T","America",0.007,0,0
"937",937,"Asesores","T","America",0.007,0,0
"938",938,"Otros","T","America",0.026,0,0
"939",939,"Otros","T","America",0.026,65,0.12
"940",940,"Otros","T","America",0.007,0,0
"941",941,"Asesores","T","America",0.026,283,0.2
"942",942,"Asesores","T","America",0.026,0,0
"943",943,"Asesores","T","America",0.026,90,0.12
"944",944,"Asesores","T","America",0.026,6,0.1
"945",945,"Asesores","T","America",0.026,0,0
"946",946,"Asesores","T","America",0.026,0,0
"947",947,"Asesores","T","America",0.026,34,0.1
"948",948,"Asesores","T","America",0.063,20,0.13
"949",949,"Asesores","T","America",0.026,18,0.1
"950",950,"Otros","T","America",0.026,628,0.36
"951",951,"Asesores","T","America",0.026,0,0
"952",952,"Asesores","T","America",0.026,0,0
"953",953,"Otros","T","America",0.026,0,0
"954",954,"Otros","T","America",0.026,0,0
"955",955,"Otros","T","America",0.007,0,0
"956",956,"Asesores","T","America",0.026,58,0.1
"957",957,"Otros","T","America",0.026,0,0
"958",958,"Otros","T","America",0.026,0,0
"959",959,"Asesores","T","America",0.026,0,0
"960",960,"Asesores","T","America",0.158,0,0
"961",961,"Asesores","T","America",0.026,0,0
"962",962,"Asesores","T","America",0.026,525,0.3
"963",963,"Asesores","T","America",0.063,0,0
"964",964,"Asesores","T","America",0.026,0,0
"965",965,"Asesores","T","America",0.026,0,0
"966",966,"Asesores","T","America",0.026,0,0
"967",967,"Asesores","T","America",0.026,0,0
"968",968,"Educacion","T","America",0.063,76,0.2
"969",969,"Asesores","T","America",0.026,0,0
"970",970,"Asesores","T","America",0.137,6,0.21
"971",971,"Asesores","T","America",0.026,0,0
"972",972,"Asesores","T","America",0.026,0,0
"973",973,"Asesores","T","America",0.026,0,0
"974",974,"Asesores","T","America",0.026,0,0
"975",975,"Asesores","T","Europa",0.072,31,0.14
"976",976,"Asesores","T","America",0.226,132,0.75
"977",977,"","T","America",0.026,909,0.49
"978",978,"","T","America",0.026,0,0
"979",979,"Educacion","T","America",0.063,0,0
"980",980,"","T","America",0.026,203,0.17
"981",981,"Educacion","T","Europa",0.09,35,0.16
"982",982,"Asesores","T","America",0.026,1072,0.54
"983",983,"Asesores","T","America",0.026,0,0
"984",984,"Asesores","T","America",0.026,0,0
"985",985,"Asesores","T","America",0.126,719,1.58
"986",986,"Asesores","T","America",0.126,120,0.32
"987",987,"Educacion","T","America",0.04,0,0
"988",988,"Educacion","T","America",0.04,0,0
"989",989,"Asesores","T","America",0.026,380,0.25
"990",990,"Educacion","T","America",0.04,0,0
"991",991,"Educacion","T","America",0.063,0,0
"992",992,"Educacion","T","America",0.04,0,0
"993",993,"Educacion","T","America",0.04,0,0
"994",994,"Asesores","T","America",0.026,1,0
"995",995,"Asesores","T","America",0.026,0,0
"996",996,"Educacion","T","America",0.063,0,0
"997",997,"Educacion","T","Europa",0,0,0
"998",998,"Educacion","T","America",0.063,0,0
"999",999,"Educacion","T","America",0.04,0,0
"1000",1000,"Asesores","T","America",0.026,80,0.12
"1001",1001,"Asesores","T","America",0.126,81,0.32
"1002",1002,"Asesores","T","America",0.063,0,0
"1003",1003,"Educacion","T","America",0.158,0,0
"1004",1004,"Educacion","T","America",0.142,0,0
"1005",1005,"Educacion","T","Europa",0.021,148,0.1
"1006",1006,"Educacion","T","Europa",0.021,0,0
"1007",1007,"Educacion","T","America",0.114,0,0
"1008",1008,"Asesores","T","America",0.026,689,0.38
"1009",1009,"Asesores","T","America",0.026,20,0.1
"1010",1010,"Asesores","T","America",0.026,16,0.1
"1011",1011,"Educacion","T","America",0.244,104,0.56
"1012",1012,"Asesores","T","America",0.026,64,0.12
"1013",1013,"Asesores","T","America",0.026,0,0
"1014",1014,"Asesores","T","America",0.026,0,0
"1015",1015,"Asesores","T","America",0.026,0,0
"1016",1016,"Asesores","T","America",0.026,0,0
"1017",1017,"Asesores","T","America",0.026,4,0.1
"1018",1018,"Asesores","T","America",0.026,0,0
"1019",1019,"Asesores","T","America",0.126,44,0.2
"1020",1020,"Asesores","T","America",0.026,0,0
"1021",1021,"Asesores","T","Europa",0.09,8,0.16
"1022",1022,"Asesores","T","Europa",0.09,163,0.34
"1023",1023,"Educacion","T","Europa",0.072,138,0.29
"1024",1024,"Educacion","T","Europa",0.021,0,0
"1025",1025,"","T","America",0.026,772,0.41
"1026",1026,"Educacion","T","America",0.063,0,0
"1027",1027,"Educacion","T","Europa",0.021,0,0
"1028",1028,"Educacion","T","Europa",0.09,0,0
"1029",1029,"Educacion","T","Europa",0.09,9,0.16
"1030",1030,"Asesores","T","America",0.026,0,0
"1031",1031,"Educacion","T","America",0.153,175,0.53
"1032",1032,"Asesores","T","America",0.063,0,0
"1033",1033,"Asesores","T","America",0.062,431,0.57
"1034",1034,"Educacion","T","America",0.135,0,0
"1035",1035,"Asesores","T","America",0.062,27,0.13
"1036",1036,"Asesores","T","America",0.086,48,0.16
"1037",1037,"Educacion","T","Africa",0.496,0,0
"1038",1038,"Asesores","T","America",0.244,6,0.31
"1039",1039,"Educacion","T","America",0.193,0,0
"1040",1040,"Asesores","T","America",0.062,58,0.13
"1041",1041,"","T","America",0.177,45,0.25
"1042",1042,"Asesores","T","America",0.062,29,0.13
"1043",1043,"","T","America",0.177,0,0
"1044",1044,"Asesores","T","America",0.021,52,0.06
"1045",1045,"Asesores","T","America",0.026,4,0.1
"1046",1046,"Educacion","T","America",0.158,156,0.54
"1047",1047,"Asesores","T","America",0.026,34,0.1
"1048",1048,"Asesores","T","America",0.026,29,0.1
"1049",1049,"Educacion","T","America",0.007,36,0.05
"1050",1050,"Asesores","T","America",0.026,14,0.1
"1051",1051,"Educacion","T","America",0.026,0,0
"1052",1052,"Asesores","T","America",0.063,173,0.26
"1053",1053,"Educacion","T","America",0.007,0,0
"1054",1054,"Asesores","T","America",0.126,83,0.32
"1055",1055,"Educacion","T","America",0.153,22,0.22
"1056",1056,"Educacion","T","America",0.026,0,0
"1057",1057,"Educacion","T","America",0.063,0,0
"1058",1058,"Educacion","T","America",0.226,136,0.75
"1059",1059,"Educacion","T","America",0.142,78,0.35
"1060",1060,"Educacion","T","America",0.177,465,1.49
"1061",1061,"Asesores","T","America",0.063,73,0.2
"1062",1062,"Asesores","T","America",0.063,148,0.26
"1063",1063,"Asesores","T","America",0.026,0,0
"1064",1064,"Asesores","T","America",0.007,0,0
"1065",1065,"Asesores","T","America",0.137,2,0.21
"1066",1066,"Educacion","T","America",0.177,141,0.6
"1067",1067,"Educacion","T","America",0.209,0,0
"1068",1068,"Educacion","T","America",0.177,0,0
"1069",1069,"Asesores","T","America",0.063,0,0
"1070",1070,"Educacion","T","Europa",0.09,0,0
"1071",1071,"Asesores","T","America",0.158,0,0
"1072",1072,"Educacion","T","America",0.158,141,0.54
"1073",1073,"Educacion","T","America",0.153,26,0.22
"1074",1074,"Asesores","T","America",0.226,0,0
"1075",1075,"Asesores","T","America",0.063,0,0
"1076",1076,"Asesores","T","America",0.04,0,0
"1077",1077,"Educacion","T","Europa",0.09,7,0.16
"1078",1078,"Educacion","T","Europa",0.113,71,0.3
"1079",1079,"Educacion","T","America",0.055,138,0.24
"1080",1080,"Educacion","T","Europa",0.09,195,0.43
"1081",1081,"Educacion","T","America",0.026,7,0.1
"1082",1082,"Educacion","T","Europa",0.021,0,0
"1083",1083,"Educacion","T","Europa",0.021,0,0
"1084",1084,"Educacion","T","Europa",0.017,5,0.06
"1085",1085,"Educacion","M","Europa",0.211,1,0.28
"1086",1086,"Educacion","M","Europa",0.211,17,0.28
"1087",1087,"Asesores","M","America",0.111,0,0
"1088",1088,"Asesores","M","Europa",0.09,255,0.52
"1089",1089,"Asesores","T","America",0.063,0,0
"1090",1090,"Asesores","T","America",0.063,0,0
"1091",1091,"Asesores","T","America",0.063,0,0
"1092",1092,"Asesores","T","America",0.063,49,0.13
"1093",1093,"Asesores","T","America",0.063,58,0.13
"1094",1094,"Asesores","T","America",0.063,0,0
"1095",1095,"Asesores","T","America",0.026,80,0.12
"1096",1096,"Asesores","T","America",0.063,0,0
"1097",1097,"Asesores","T","America",0.126,41,0.2
"1098",1098,"Asesores","T","America",0.026,0,0
"1099",1099,"Asesores","T","America",0.063,29,0.13
"1100",1100,"Asesores","T","America",0.026,365,0.25
"1101",1101,"Asesores","T","America",0.126,134,0.45
"1102",1102,"Asesores","T","America",0.026,0,0
"1103",1103,"Asesores","T","America",0.063,1,0
"1104",1104,"Asesores","T","America",0.026,0,0
"1105",1105,"Asesores","T","America",0.126,0,0
"1106",1106,"Asesores","T","America",0.063,872,1.02
"1107",1107,"Asesores","T","America",0.026,0,0
"1108",1108,"Asesores","T","America",0.063,0,0
"1109",1109,"Asesores","T","America",0.063,1103,1.27
"1110",1110,"Asesores","T","America",0.026,0,0
"1111",1111,"Asesores","T","America",0.026,0,0
"1112",1112,"","T","America",0.026,0,0
"1113",1113,"Asesores","T","America",0.026,0,0
"1114",1114,"","T","America",0.026,0,0
"1115",1115,"","T","America",0.007,0,0
"1116",1116,"","T","America",0.026,0,0
"1117",1117,"Asesores","T","America",0.026,289,0.2
"1118",1118,"Asesores","T","America",0.026,0,0
"1119",1119,"Asesores","T","America",0.026,0,0
"1120",1120,"Asesores","T","America",0.026,0,0
"1121",1121,"Asesores","T","America",0.026,43,0.1
"1122",1122,"Asesores","T","America",0.063,894,1.02
"1123",1123,"Asesores","T","America",0.026,0,0
"1124",1124,"Asesores","T","America",0.026,89,0.12
"1125",1125,"","T","America",0.158,0,0
"1126",1126,"Asesores","T","America",0.026,212,0.17
"1127",1127,"Asesores","T","America",0.126,0,0
"1128",1128,"Asesores","T","America",0.026,0,0
"1129",1129,"Asesores","T","America",0.126,8,0.2
"1130",1130,"Asesores","T","America",0.04,71,0.15
"1131",1131,"Asesores","T","America",0.04,8,0.11
"1132",1132,"Asesores","T","America",0.026,136,0.15
"1133",1133,"","T","America",0.063,0,0
"1134",1134,"Asesores","T","America",0.226,0,0
"1135",1135,"Asesores","T","America",0.026,177,0.15
"1136",1136,"Asesores","T","America",0.026,33,0.1
"1137",1137,"Asesores","T","America",0.026,102,0.12
"1138",1138,"Asesores","T","America",0.026,0,0
"1139",1139,"Asesores","T","America",0.137,7,0.21
"1140",1140,"Asesores","T","America",0.026,0,0
"1141",1141,"Asesores","T","America",0.026,74,0.12
"1142",1142,"Otros","T","Europa",0.09,54,0.16
"1143",1143,"Asesores","T","America",0.063,110,0.2
"1144",1144,"Educacion","T","America",0.153,60,0.22
"1145",1145,"Asesores","T","America",0.126,0,0
"1146",1146,"Asesores","T","America",0.063,387,0.51
"1147",1147,"Asesores","T","America",0.026,0,0
"1148",1148,"Asesores","T","America",0.026,679,0.38
"1149",1149,"Asesores","T","America",0.026,0,0
"1150",1150,"Asesores","T","America",0.026,0,0
"1151",1151,"Asesores","T","America",0.026,9,0.1
"1152",1152,"Asesores","T","America",0.026,0,0
"1153",1153,"Asesores","T","America",0.026,0,0
