id,Age,Citizenship,Status,Lifeboat,Adult.Minor,Sex,Survived,Pasajero,Class,Template
1027,32,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1027)(sexo Male)(status Married)(adult Adult)(clase Second))
1028,24,British,Married,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1028)(sexo Male)(status Married)(adult Adult)(clase Second))
1029,32,British,Single,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1029)(sexo Male)(status Single)(adult Adult)(clase Second))
1030,21,USA,Single,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1030)(sexo Female)(status Single)(adult Adult)(clase Second))
1031,32,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1031)(sexo Male)(status Married)(adult Adult)(clase Second))
1032,10,British,Single,No,Infant,Male,Saved,Passenger,Second,(Pasajero (id 1032)(sexo Male)(status Single)(adult Infant)(clase Second))
1033,6,British,Single,No,Minor,Male,Lost,Passenger,Second,(Pasajero (id 1033)(sexo Male)(status Single)(adult Minor)(clase Second))
1034,32,British,Married,No,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1034)(sexo Female)(status Married)(adult Adult)(clase Second))
1035,27,British,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1035)(sexo Female)(status Married)(adult Adult)(clase Second))
1036,36,British,Single,No,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1036)(sexo Female)(status Single)(adult Adult)(clase Second))
1037,32,USA,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1037)(sexo Male)(status Single)(adult Adult)(clase Second))
1038,26,British,Single,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1038)(sexo Male)(status Single)(adult Adult)(clase Second))
1039,57,British,Single,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1039)(sexo Female)(status Single)(adult Adult)(clase Second))
1040,26,Russian,Single,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1040)(sexo Male)(status Single)(adult Adult)(clase Second))
1041,38,British,Married,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1041)(sexo Male)(status Married)(adult Adult)(clase Second))
1042,32,British,Married,No,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1042)(sexo Female)(status Married)(adult Adult)(clase Second))
1043,25,British,Single,No,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1043)(sexo Female)(status Single)(adult Adult)(clase Second))
1044,36,USA,Married,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1044)(sexo Male)(status Married)(adult Adult)(clase Second))
1045,42,British,Otros,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1045)(sexo Female)(status Otros)(adult Adult)(clase Second))
1046,44,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1046)(sexo Male)(status Married)(adult Adult)(clase Second))
1047,45,USA,Married,Si,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1047)(sexo Male)(status Married)(adult Adult)(clase Second))
1048,27,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1048)(sexo Male)(status Married)(adult Adult)(clase Second))
1049,10,USA,Single,No,Infant,Male,Lost,Passenger,Second,(Pasajero (id 1049)(sexo Male)(status Single)(adult Infant)(clase Second))
1050,27,British,Married,No,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1050)(sexo Female)(status Married)(adult Adult)(clase Second))
1051,32,British,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1051)(sexo Male)(status Single)(adult Adult)(clase Second))
1052,32,British,Single,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1052)(sexo Female)(status Single)(adult Adult)(clase Second))
1053,38,British,Single,No,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1053)(sexo Female)(status Single)(adult Adult)(clase Second))
1054,70,British,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1054)(sexo Female)(status Married)(adult Adult)(clase Second))
1055,24,British,Single,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1055)(sexo Male)(status Single)(adult Adult)(clase Second))
1056,36,USA,Single,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1056)(sexo Male)(status Single)(adult Adult)(clase Second))
1057,62,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1057)(sexo Male)(status Married)(adult Adult)(clase Second))
1058,32,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1058)(sexo Male)(status Married)(adult Adult)(clase Second))
1059,32,British,Single,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1059)(sexo Male)(status Single)(adult Adult)(clase Second))
1060,58,USA,Otros,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1060)(sexo Male)(status Otros)(adult Adult)(clase Second))
1061,62,British,Single,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1061)(sexo Male)(status Single)(adult Adult)(clase Second))
1062,34,British,Single,No,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1062)(sexo Female)(status Single)(adult Adult)(clase Second))
1063,30,USA,Married,No,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1063)(sexo Female)(status Married)(adult Adult)(clase Second))
1064,19,British,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1064)(sexo Male)(status Single)(adult Adult)(clase Second))
1065,16,British,Single,No,Minor,Male,Saved,Passenger,Second,(Pasajero (id 1065)(sexo Male)(status Single)(adult Minor)(clase Second))
1066,49,USA,Married,Si,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1066)(sexo Female)(status Married)(adult Adult)(clase Second))
1067,59,USA,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1067)(sexo Male)(status Married)(adult Adult)(clase Second))
1068,29,British,Otros,No,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1068)(sexo Female)(status Otros)(adult Adult)(clase Second))
1069,32,British,Single,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1069)(sexo Male)(status Single)(adult Adult)(clase Second))
1070,27,British,Married,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1070)(sexo Male)(status Married)(adult Adult)(clase Second))
1071,18,British,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1071)(sexo Male)(status Single)(adult Adult)(clase Second))
1072,41,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1072)(sexo Male)(status Married)(adult Adult)(clase Second))
1073,40,British,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1073)(sexo Female)(status Married)(adult Adult)(clase Second))
1074,32,Russian,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1074)(sexo Male)(status Married)(adult Adult)(clase Second))
1075,40,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1075)(sexo Male)(status Married)(adult Adult)(clase Second))
1076,11,British,Single,No,Minor,Male,Lost,Passenger,Second,(Pasajero (id 1076)(sexo Male)(status Single)(adult Minor)(clase Second))
1077,35,British,Married,No,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1077)(sexo Female)(status Married)(adult Adult)(clase Second))
1078,4,British,Single,No,Minor,Female,Lost,Passenger,Second,(Pasajero (id 1078)(sexo Female)(status Single)(adult Minor)(clase Second))
1079,14,British,Single,No,Minor,Female,Lost,Passenger,Second,(Pasajero (id 1079)(sexo Female)(status Single)(adult Minor)(clase Second))
1080,22,British,Single,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1080)(sexo Female)(status Single)(adult Adult)(clase Second))
1081,32,British,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1081)(sexo Male)(status Single)(adult Adult)(clase Second))
1082,27,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1082)(sexo Male)(status Married)(adult Adult)(clase Second))
1083,39,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1083)(sexo Male)(status Married)(adult Adult)(clase Second))
1084,25,British,Single,No,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1084)(sexo Female)(status Single)(adult Adult)(clase Second))
1085,35,USA,Married,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1085)(sexo Male)(status Married)(adult Adult)(clase Second))
1086,33,British,Married,No,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1086)(sexo Female)(status Married)(adult Adult)(clase Second))
1087,8,British,Single,No,Minor,Male,Lost,Passenger,Second,(Pasajero (id 1087)(sexo Male)(status Single)(adult Minor)(clase Second))
1088,10,British,Single,No,Minor,Male,Lost,Passenger,Second,(Pasajero (id 1088)(sexo Male)(status Single)(adult Minor)(clase Second))
1089,30,British,Married,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1089)(sexo Male)(status Married)(adult Adult)(clase Second))
1090,32,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1090)(sexo Male)(status Married)(adult Adult)(clase Second))
1091,32,British,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1091)(sexo Male)(status Single)(adult Adult)(clase Second))
1092,6,British,Single,No,Infant,Male,Lost,Passenger,Second,(Pasajero (id 1092)(sexo Male)(status Single)(adult Infant)(clase Second))
1093,6,British,Single,No,Minor,Male,Lost,Passenger,Second,(Pasajero (id 1093)(sexo Male)(status Single)(adult Minor)(clase Second))
1094,33,British,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1094)(sexo Female)(status Married)(adult Adult)(clase Second))
1095,41,British,Single,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1095)(sexo Female)(status Single)(adult Adult)(clase Second))
1096,4,British,Single,No,Minor,Female,Lost,Passenger,Second,(Pasajero (id 1096)(sexo Female)(status Single)(adult Minor)(clase Second))
1097,30,British,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1097)(sexo Male)(status Single)(adult Adult)(clase Second))
1098,35,British,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1098)(sexo Female)(status Married)(adult Adult)(clase Second))
1099,13,British,Single,No,Minor,Female,Lost,Passenger,Second,(Pasajero (id 1099)(sexo Female)(status Single)(adult Minor)(clase Second))
1100,28,British,Single,Si,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1100)(sexo Female)(status Single)(adult Adult)(clase Second))
1101,19,British,Single,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1101)(sexo Male)(status Single)(adult Adult)(clase Second))
1102,17,British,Single,No,Minor,Male,Saved,Passenger,Second,(Pasajero (id 1102)(sexo Male)(status Single)(adult Minor)(clase Second))
1103,48,British,Married,No,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1103)(sexo Female)(status Married)(adult Adult)(clase Second))
1104,24,British,Married,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1104)(sexo Male)(status Married)(adult Adult)(clase Second))
1105,32,British,Single,No,Infant,Male,Lost,Passenger,Second,(Pasajero (id 1105)(sexo Male)(status Single)(adult Infant)(clase Second))
1106,32,British,Married,No,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1106)(sexo Female)(status Married)(adult Adult)(clase Second))
1107,44,British,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1107)(sexo Male)(status Single)(adult Adult)(clase Second))
1108,4,British,Single,No,Minor,Male,Lost,Passenger,Second,(Pasajero (id 1108)(sexo Male)(status Single)(adult Minor)(clase Second))
1109,35,British,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1109)(sexo Female)(status Married)(adult Adult)(clase Second))
1110,10,British,Single,No,Minor,Female,Lost,Passenger,Second,(Pasajero (id 1110)(sexo Female)(status Single)(adult Minor)(clase Second))
1111,32,British,Single,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1111)(sexo Female)(status Single)(adult Adult)(clase Second))
1112,61,British,Married,No,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1112)(sexo Female)(status Married)(adult Adult)(clase Second))
1113,45,British,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1113)(sexo Female)(status Married)(adult Adult)(clase Second))
1114,32,British,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1114)(sexo Male)(status Single)(adult Adult)(clase Second))
1115,30,British,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1115)(sexo Female)(status Married)(adult Adult)(clase Second))
1116,34,British,Single,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1116)(sexo Female)(status Single)(adult Adult)(clase Second))
1117,28,British,Married,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1117)(sexo Male)(status Married)(adult Adult)(clase Second))
1118,29,British,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1118)(sexo Male)(status Single)(adult Adult)(clase Second))
1119,32,British,Otros,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1119)(sexo Male)(status Otros)(adult Adult)(clase Second))
1120,32,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1120)(sexo Male)(status Married)(adult Adult)(clase Second))
1121,32,British,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1121)(sexo Female)(status Married)(adult Adult)(clase Second))
1122,28,British,Married,No,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1122)(sexo Female)(status Married)(adult Adult)(clase Second))
1123,18,British,Single,No,Infant,Female,Lost,Passenger,Second,(Pasajero (id 1123)(sexo Female)(status Single)(adult Infant)(clase Second))
1124,29,British,Single,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1124)(sexo Male)(status Single)(adult Adult)(clase Second))
1125,32,British,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1125)(sexo Male)(status Single)(adult Adult)(clase Second))
1126,40,USA,Married,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1126)(sexo Male)(status Married)(adult Adult)(clase Second))
1127,4,USA,Single,No,Minor,Male,Saved,Passenger,Second,(Pasajero (id 1127)(sexo Male)(status Single)(adult Minor)(clase Second))
1128,7,British,Single,No,Minor,Male,Saved,Passenger,Second,(Pasajero (id 1128)(sexo Male)(status Single)(adult Minor)(clase Second))
1129,38,British,Married,No,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1129)(sexo Female)(status Married)(adult Adult)(clase Second))
1130,18,USA,Single,No,Infant,Female,Lost,Passenger,Second,(Pasajero (id 1130)(sexo Female)(status Single)(adult Infant)(clase Second))
1131,39,British,Married,Si,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1131)(sexo Female)(status Married)(adult Adult)(clase Second))
1132,32,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1132)(sexo Male)(status Married)(adult Adult)(clase Second))
1133,32,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1133)(sexo Male)(status Married)(adult Adult)(clase Second))
1134,32,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1134)(sexo Male)(status Married)(adult Adult)(clase Second))
1135,32,British,Married,No,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1135)(sexo Female)(status Married)(adult Adult)(clase Second))
1136,29,British,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1136)(sexo Male)(status Single)(adult Adult)(clase Second))
1137,30,British,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1137)(sexo Female)(status Married)(adult Adult)(clase Second))
1138,32,British,Single,Si,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1138)(sexo Female)(status Single)(adult Adult)(clase Second))
1139,41,British,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1139)(sexo Male)(status Single)(adult Adult)(clase Second))
1140,31,British,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1140)(sexo Male)(status Single)(adult Adult)(clase Second))
1141,32,British,Single,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1141)(sexo Female)(status Single)(adult Adult)(clase Second))
1142,32,British,Married,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1142)(sexo Male)(status Married)(adult Adult)(clase Second))
1143,32,British,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1143)(sexo Male)(status Single)(adult Adult)(clase Second))
1144,32,British,Single,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1144)(sexo Female)(status Single)(adult Adult)(clase Second))
1145,37,USA,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1145)(sexo Male)(status Married)(adult Adult)(clase Second))
1146,36,USA,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1146)(sexo Male)(status Single)(adult Adult)(clase Second))
1147,50,British,Otros,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1147)(sexo Male)(status Otros)(adult Adult)(clase Second))
1148,27,British,Single,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1148)(sexo Male)(status Single)(adult Adult)(clase Second))
1149,32,British,Single,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1149)(sexo Male)(status Single)(adult Adult)(clase Second))
1150,35,British,Married,Si,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1150)(sexo Female)(status Married)(adult Adult)(clase Second))
1151,32,British,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1151)(sexo Male)(status Single)(adult Adult)(clase Second))
1152,32,British,Single,No,Infant,Male,Lost,Passenger,Second,(Pasajero (id 1152)(sexo Male)(status Single)(adult Infant)(clase Second))
1153,29,British,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1153)(sexo Female)(status Married)(adult Adult)(clase Second))
1154,32,British,Single,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1154)(sexo Female)(status Single)(adult Adult)(clase Second))
1155,29,USA,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1155)(sexo Male)(status Married)(adult Adult)(clase Second))
1156,32,USA,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1156)(sexo Female)(status Married)(adult Adult)(clase Second))
1157,37,British,Married,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1157)(sexo Male)(status Married)(adult Adult)(clase Second))
1158,32,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1158)(sexo Male)(status Married)(adult Adult)(clase Second))
1159,27,USA,Single,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1159)(sexo Male)(status Single)(adult Adult)(clase Second))
1160,32,British,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1160)(sexo Male)(status Single)(adult Adult)(clase Second))
1161,6,British,Single,Si,Minor,Female,Saved,Passenger,Second,(Pasajero (id 1161)(sexo Female)(status Single)(adult Minor)(clase Second))
1162,32,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1162)(sexo Male)(status Married)(adult Adult)(clase Second))
1163,35,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1163)(sexo Male)(status Married)(adult Adult)(clase Second))
1164,32,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1164)(sexo Male)(status Married)(adult Adult)(clase Second))
1165,32,British,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1165)(sexo Male)(status Single)(adult Adult)(clase Second))
1166,32,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1166)(sexo Male)(status Married)(adult Adult)(clase Second))
1167,6,British,Single,No,Infant,Male,Lost,Passenger,Second,(Pasajero (id 1167)(sexo Male)(status Single)(adult Infant)(clase Second))
1168,31,British,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1168)(sexo Female)(status Married)(adult Adult)(clase Second))
1169,32,British,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1169)(sexo Female)(status Married)(adult Adult)(clase Second))
1170,32,British,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1170)(sexo Female)(status Married)(adult Adult)(clase Second))
1171,32,British,Single,No,Infant,Female,Lost,Passenger,Second,(Pasajero (id 1171)(sexo Female)(status Single)(adult Infant)(clase Second))
1172,33,British,Single,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1172)(sexo Male)(status Single)(adult Adult)(clase Second))
1173,33,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1173)(sexo Male)(status Married)(adult Adult)(clase Second))
1174,32,British,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1174)(sexo Female)(status Married)(adult Adult)(clase Second))
1175,32,British,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1175)(sexo Male)(status Single)(adult Adult)(clase Second))
1176,57,USA,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1176)(sexo Male)(status Married)(adult Adult)(clase Second))
1177,32,British,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1177)(sexo Female)(status Married)(adult Adult)(clase Second))
1178,32,British,Single,No,Infant,Female,Lost,Passenger,Second,(Pasajero (id 1178)(sexo Female)(status Single)(adult Infant)(clase Second))
1179,5,British,Single,No,Infant,Male,Saved,Passenger,Second,(Pasajero (id 1179)(sexo Male)(status Single)(adult Infant)(clase Second))
1180,30,British,Married,No,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1180)(sexo Female)(status Married)(adult Adult)(clase Second))
1181,32,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1181)(sexo Male)(status Married)(adult Adult)(clase Second))
1182,2,British,Single,No,Minor,Male,Lost,Passenger,Second,(Pasajero (id 1182)(sexo Male)(status Single)(adult Minor)(clase Second))
1183,32,British,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1183)(sexo Female)(status Married)(adult Adult)(clase Second))
1184,28,British,Married,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1184)(sexo Male)(status Married)(adult Adult)(clase Second))
1185,29,British,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1185)(sexo Female)(status Married)(adult Adult)(clase Second))
1186,29,British,Married,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1186)(sexo Male)(status Married)(adult Adult)(clase Second))
1187,38,British,Married,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1187)(sexo Male)(status Married)(adult Adult)(clase Second))
1188,31,British,Married,No,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1188)(sexo Female)(status Married)(adult Adult)(clase Second))
1189,3,British,Single,No,Minor,Female,Lost,Passenger,Second,(Pasajero (id 1189)(sexo Female)(status Single)(adult Minor)(clase Second))
1190,32,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1190)(sexo Male)(status Married)(adult Adult)(clase Second))
1191,32,British,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1191)(sexo Female)(status Married)(adult Adult)(clase Second))
1192,26,British,Married,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1192)(sexo Male)(status Married)(adult Adult)(clase Second))
1193,25,British,Married,No,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1193)(sexo Female)(status Married)(adult Adult)(clase Second))
1194,32,British,Married,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1194)(sexo Male)(status Married)(adult Adult)(clase Second))
1195,32,British,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1195)(sexo Female)(status Married)(adult Adult)(clase Second))
1196,32,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1196)(sexo Male)(status Married)(adult Adult)(clase Second))
1197,32,USA,Single,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1197)(sexo Male)(status Single)(adult Adult)(clase Second))
1198,22,British,Married,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1198)(sexo Male)(status Married)(adult Adult)(clase Second))
1199,31,British,Married,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1199)(sexo Male)(status Married)(adult Adult)(clase Second))
1200,27,British,Married,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1200)(sexo Male)(status Married)(adult Adult)(clase Second))
1201,14,USA,Single,No,Minor,Male,Saved,Passenger,Second,(Pasajero (id 1201)(sexo Male)(status Single)(adult Minor)(clase Second))
1202,41,USA,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1202)(sexo Female)(status Married)(adult Adult)(clase Second))
1203,33,British,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1203)(sexo Male)(status Single)(adult Adult)(clase Second))
1204,32,British,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1204)(sexo Female)(status Married)(adult Adult)(clase Second))
1205,37,British,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1205)(sexo Male)(status Single)(adult Adult)(clase Second))
1206,37,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1206)(sexo Male)(status Married)(adult Adult)(clase Second))
1207,30,British,Single,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1207)(sexo Female)(status Single)(adult Adult)(clase Second))
1208,32,British,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1208)(sexo Male)(status Single)(adult Adult)(clase Second))
1209,26,British,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1209)(sexo Female)(status Married)(adult Adult)(clase Second))
1210,5,British,Married,No,Minor,Female,Lost,Passenger,Second,(Pasajero (id 1210)(sexo Female)(status Married)(adult Minor)(clase Second))
1211,44,British,Married,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1211)(sexo Male)(status Married)(adult Adult)(clase Second))
1212,10,British,Single,No,Minor,Male,Lost,Passenger,Second,(Pasajero (id 1212)(sexo Male)(status Single)(adult Minor)(clase Second))
1213,28,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1213)(sexo Male)(status Married)(adult Adult)(clase Second))
1214,62,British,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1214)(sexo Female)(status Married)(adult Adult)(clase Second))
1215,32,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1215)(sexo Male)(status Married)(adult Adult)(clase Second))
1216,21,British,Married,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1216)(sexo Female)(status Married)(adult Adult)(clase Second))
1217,11,British,Single,No,Infant,Female,Lost,Passenger,Second,(Pasajero (id 1217)(sexo Female)(status Single)(adult Infant)(clase Second))
1218,30,British,Married,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1218)(sexo Male)(status Married)(adult Adult)(clase Second))
1219,32,British,Married,No,Adult,Female,Saved,Passenger,Second,(Pasajero (id 1219)(sexo Female)(status Married)(adult Adult)(clase Second))
1220,32,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1220)(sexo Male)(status Married)(adult Adult)(clase Second))
1221,32,British,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1221)(sexo Male)(status Single)(adult Adult)(clase Second))
1222,30,USA,Single,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1222)(sexo Male)(status Single)(adult Adult)(clase Second))
1223,70,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1223)(sexo Male)(status Married)(adult Adult)(clase Second))
1224,50,British,Single,No,Adult,Female,Lost,Passenger,Second,(Pasajero (id 1224)(sexo Female)(status Single)(adult Adult)(clase Second))
1225,32,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1225)(sexo Male)(status Married)(adult Adult)(clase Second))
1226,28,Italian,Single,No,Adult,Male,Saved,Passenger,Second,(Pasajero (id 1226)(sexo Male)(status Single)(adult Adult)(clase Second))
1227,28,British,Married,No,Adult,Male,Lost,Passenger,Second,(Pasajero (id 1227)(sexo Male)(status Married)(adult Adult)(clase Second))
