id,Age,Citizenship,Status,Lifeboat,Adult.Minor,Sex,Survived,Pasajero,Class,Template
444,25,USA,Single,No,Adult,Female,Saved,Passenger,Saloon,(Pasajero (id 444)(sexo Female)(status Single)(adult Adult)(clase Saloon))
445,53,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 445)(sexo Male)(status Married)(adult Adult)(clase Saloon))
446,53,British,Married,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 446)(sexo Female)(status Married)(adult Adult)(clase Saloon))
447,42,USA,Married,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 447)(sexo Female)(status Married)(adult Adult)(clase Saloon))
448,44,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 448)(sexo Male)(status Married)(adult Adult)(clase Saloon))
449,9,British,Single,No,Infant,Male,Lost,Passenger,Saloon,(Pasajero (id 449)(sexo Male)(status Single)(adult Infant)(clase Saloon))
450,6,British,Single,No,Minor,Male,Lost,Passenger,Saloon,(Pasajero (id 450)(sexo Male)(status Single)(adult Minor)(clase Saloon))
451,9,British,Single,No,Minor,Male,Lost,Passenger,Saloon,(Pasajero (id 451)(sexo Male)(status Single)(adult Minor)(clase Saloon))
452,14,British,Single,No,Minor,Male,Lost,Passenger,Saloon,(Pasajero (id 452)(sexo Male)(status Single)(adult Minor)(clase Saloon))
453,37,British,Married,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 453)(sexo Female)(status Married)(adult Adult)(clase Saloon))
454,10,British,Single,No,Minor,Female,Lost,Passenger,Saloon,(Pasajero (id 454)(sexo Female)(status Single)(adult Minor)(clase Saloon))
455,12,British,Single,No,Minor,Female,Lost,Passenger,Saloon,(Pasajero (id 455)(sexo Female)(status Single)(adult Minor)(clase Saloon))
456,39,British,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 456)(sexo Male)(status Single)(adult Adult)(clase Saloon))
457,38,British,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 457)(sexo Male)(status Married)(adult Adult)(clase Saloon))
458,35,British,Single,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 458)(sexo Male)(status Single)(adult Adult)(clase Saloon))
459,32,British,Single,No,Adult,Female,Saved,Passenger,Saloon,(Pasajero (id 459)(sexo Female)(status Single)(adult Adult)(clase Saloon))
460,48,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 460)(sexo Male)(status Married)(adult Adult)(clase Saloon))
461,30,USA,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 461)(sexo Male)(status Married)(adult Adult)(clase Saloon))
462,43,Belgian,Married,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 462)(sexo Female)(status Married)(adult Adult)(clase Saloon))
463,62,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 463)(sexo Male)(status Married)(adult Adult)(clase Saloon))
464,24,British,Single,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 464)(sexo Female)(status Single)(adult Adult)(clase Saloon))
465,23,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 465)(sexo Male)(status Married)(adult Adult)(clase Saloon))
466,43,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 466)(sexo Male)(status Married)(adult Adult)(clase Saloon))
467,39,British,Married,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 467)(sexo Female)(status Married)(adult Adult)(clase Saloon))
468,21,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 468)(sexo Male)(status Married)(adult Adult)(clase Saloon))
469,46,British,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 469)(sexo Male)(status Single)(adult Adult)(clase Saloon))
471,49,USA,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 471)(sexo Male)(status Married)(adult Adult)(clase Saloon))
472,39,USA,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 472)(sexo Male)(status Single)(adult Adult)(clase Saloon))
473,49,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 473)(sexo Male)(status Married)(adult Adult)(clase Saloon))
474,47,British,Married,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 474)(sexo Female)(status Married)(adult Adult)(clase Saloon))
475,28,USA,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 475)(sexo Male)(status Single)(adult Adult)(clase Saloon))
476,48,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 476)(sexo Male)(status Married)(adult Adult)(clase Saloon))
477,28,USA,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 477)(sexo Male)(status Married)(adult Adult)(clase Saloon))
478,58,USA,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 478)(sexo Male)(status Single)(adult Adult)(clase Saloon))
479,45,USA,Single,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 479)(sexo Male)(status Single)(adult Adult)(clase Saloon))
480,48,British,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 480)(sexo Male)(status Single)(adult Adult)(clase Saloon))
481,47,British,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 481)(sexo Male)(status Single)(adult Adult)(clase Saloon))
482,43,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 482)(sexo Male)(status Married)(adult Adult)(clase Saloon))
483,28,USA,Single,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 483)(sexo Male)(status Single)(adult Adult)(clase Saloon))
484,47,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 484)(sexo Male)(status Married)(adult Adult)(clase Saloon))
485,43,British,Married,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 485)(sexo Female)(status Married)(adult Adult)(clase Saloon))
486,46,USA,Married,Si,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 486)(sexo Male)(status Married)(adult Adult)(clase Saloon))
487,29,USA,Married,Si,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 487)(sexo Female)(status Married)(adult Adult)(clase Saloon))
488,29,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 488)(sexo Male)(status Married)(adult Adult)(clase Saloon))
489,29,British,Married,No,Adult,Female,Saved,Passenger,Saloon,(Pasajero (id 489)(sexo Female)(status Married)(adult Adult)(clase Saloon))
490,49,USA,Married,Si,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 490)(sexo Male)(status Married)(adult Adult)(clase Saloon))
491,55,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 491)(sexo Male)(status Married)(adult Adult)(clase Saloon))
492,31,USA,Married,Si,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 492)(sexo Male)(status Married)(adult Adult)(clase Saloon))
493,33,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 493)(sexo Male)(status Married)(adult Adult)(clase Saloon))
494,57,USA,Single,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 494)(sexo Female)(status Single)(adult Adult)(clase Saloon))
495,38,USA,Married,Si,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 495)(sexo Male)(status Married)(adult Adult)(clase Saloon))
496,33,USA,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 496)(sexo Male)(status Married)(adult Adult)(clase Saloon))
497,5,USA,Single,No,Minor,Male,Lost,Passenger,Saloon,(Pasajero (id 497)(sexo Male)(status Single)(adult Minor)(clase Saloon))
498,8,USA,Single,No,Minor,Male,Lost,Passenger,Saloon,(Pasajero (id 498)(sexo Male)(status Single)(adult Minor)(clase Saloon))
499,35,USA,Married,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 499)(sexo Female)(status Married)(adult Adult)(clase Saloon))
500,15,British,Single,No,Minor,Male,Saved,Passenger,Saloon,(Pasajero (id 500)(sexo Male)(status Single)(adult Minor)(clase Saloon))
501,50,British,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 501)(sexo Male)(status Married)(adult Adult)(clase Saloon))
502,44,USA,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 502)(sexo Male)(status Married)(adult Adult)(clase Saloon))
503,29,USA,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 503)(sexo Male)(status Married)(adult Adult)(clase Saloon))
504,58,USA,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 504)(sexo Male)(status Married)(adult Adult)(clase Saloon))
505,53,USA,Married,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 505)(sexo Female)(status Married)(adult Adult)(clase Saloon))
506,25,British,Single,No,Adult,Female,Saved,Passenger,Saloon,(Pasajero (id 506)(sexo Female)(status Single)(adult Adult)(clase Saloon))
507,24,British,Single,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 507)(sexo Female)(status Single)(adult Adult)(clase Saloon))
508,55,Swedish,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 508)(sexo Male)(status Married)(adult Adult)(clase Saloon))
509,39,USA,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 509)(sexo Male)(status Married)(adult Adult)(clase Saloon))
510,29,British,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 510)(sexo Male)(status Married)(adult Adult)(clase Saloon))
511,25,French,Single,No,Adult,Female,Saved,Passenger,Saloon,(Pasajero (id 511)(sexo Female)(status Single)(adult Adult)(clase Saloon))
512,44,British,Single,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 512)(sexo Female)(status Single)(adult Adult)(clase Saloon))
513,31,British,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 513)(sexo Male)(status Married)(adult Adult)(clase Saloon))
514,32,British,Married,No,Adult,Female,Saved,Passenger,Saloon,(Pasajero (id 514)(sexo Female)(status Married)(adult Adult)(clase Saloon))
515,47,USA,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 515)(sexo Male)(status Single)(adult Adult)(clase Saloon))
516,55,British,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 516)(sexo Male)(status Married)(adult Adult)(clase Saloon))
517,42,USA,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 517)(sexo Male)(status Married)(adult Adult)(clase Saloon))
518,53,USA,Otros,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 518)(sexo Female)(status Otros)(adult Adult)(clase Saloon))
519,41,USA,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 519)(sexo Male)(status Married)(adult Adult)(clase Saloon))
520,50,USA,Married,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 520)(sexo Female)(status Married)(adult Adult)(clase Saloon))
521,52,USA,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 521)(sexo Male)(status Married)(adult Adult)(clase Saloon))
522,49,USA,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 522)(sexo Male)(status Married)(adult Adult)(clase Saloon))
523,48,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 523)(sexo Male)(status Married)(adult Adult)(clase Saloon))
524,39,USA,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 524)(sexo Male)(status Single)(adult Adult)(clase Saloon))
525,42,USA,Married,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 525)(sexo Female)(status Married)(adult Adult)(clase Saloon))
526,57,USA,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 526)(sexo Male)(status Married)(adult Adult)(clase Saloon))
527,39,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 527)(sexo Male)(status Married)(adult Adult)(clase Saloon))
528,22,British,Single,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 528)(sexo Male)(status Single)(adult Adult)(clase Saloon))
529,43,British,Married,No,Adult,Female,Saved,Passenger,Saloon,(Pasajero (id 529)(sexo Female)(status Married)(adult Adult)(clase Saloon))
530,40,USA,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 530)(sexo Male)(status Married)(adult Adult)(clase Saloon))
531,47,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 531)(sexo Male)(status Married)(adult Adult)(clase Saloon))
532,41,British,Married,No,Adult,Female,Saved,Passenger,Saloon,(Pasajero (id 532)(sexo Female)(status Married)(adult Adult)(clase Saloon))
533,35,USA,Single,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 533)(sexo Male)(status Single)(adult Adult)(clase Saloon))
534,36,USA,Married,Si,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 534)(sexo Male)(status Married)(adult Adult)(clase Saloon))
535,65,British,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 535)(sexo Male)(status Single)(adult Adult)(clase Saloon))
536,45,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 536)(sexo Male)(status Married)(adult Adult)(clase Saloon))
537,36,British,Otros,Si,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 537)(sexo Male)(status Otros)(adult Adult)(clase Saloon))
538,45,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 538)(sexo Male)(status Married)(adult Adult)(clase Saloon))
539,18,British,Single,Si,Adult,Female,Saved,Passenger,Saloon,(Pasajero (id 539)(sexo Female)(status Single)(adult Adult)(clase Saloon))
540,31,British,Married,No,Adult,Female,Saved,Passenger,Saloon,(Pasajero (id 540)(sexo Female)(status Married)(adult Adult)(clase Saloon))
541,49,British,Single,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 541)(sexo Male)(status Single)(adult Adult)(clase Saloon))
542,15,USA,Single,Si,Minor,Female,Saved,Passenger,Saloon,(Pasajero (id 542)(sexo Female)(status Single)(adult Minor)(clase Saloon))
543,43,USA,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 543)(sexo Male)(status Married)(adult Adult)(clase Saloon))
544,37,USA,Married,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 544)(sexo Female)(status Married)(adult Adult)(clase Saloon))
545,23,Danish,Single,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 545)(sexo Female)(status Single)(adult Adult)(clase Saloon))
546,8,USA,Single,No,Minor,Male,Lost,Passenger,Saloon,(Pasajero (id 546)(sexo Male)(status Single)(adult Minor)(clase Saloon))
547,9,USA,Single,No,Minor,Male,Lost,Passenger,Saloon,(Pasajero (id 547)(sexo Male)(status Single)(adult Minor)(clase Saloon))
548,34,USA,Married,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 548)(sexo Female)(status Married)(adult Adult)(clase Saloon))
549,59,USA,Otros,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 549)(sexo Female)(status Otros)(adult Adult)(clase Saloon))
550,32,British,Married,No,Adult,Female,Saved,Passenger,Saloon,(Pasajero (id 550)(sexo Female)(status Married)(adult Adult)(clase Saloon))
551,44,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 551)(sexo Male)(status Married)(adult Adult)(clase Saloon))
552,30,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 552)(sexo Male)(status Married)(adult Adult)(clase Saloon))
553,28,USA,Married,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 553)(sexo Female)(status Married)(adult Adult)(clase Saloon))
554,38,British,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 554)(sexo Male)(status Married)(adult Adult)(clase Saloon))
555,68,British,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 555)(sexo Male)(status Single)(adult Adult)(clase Saloon))
556,43,British,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 556)(sexo Male)(status Single)(adult Adult)(clase Saloon))
557,60,British,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 557)(sexo Male)(status Married)(adult Adult)(clase Saloon))
558,38,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 558)(sexo Male)(status Married)(adult Adult)(clase Saloon))
559,48,British,Single,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 559)(sexo Male)(status Single)(adult Adult)(clase Saloon))
560,45,British,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 560)(sexo Male)(status Single)(adult Adult)(clase Saloon))
561,50,USA,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 561)(sexo Male)(status Single)(adult Adult)(clase Saloon))
562,32,USA,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 562)(sexo Male)(status Single)(adult Adult)(clase Saloon))
563,33,USA,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 563)(sexo Male)(status Married)(adult Adult)(clase Saloon))
564,35,British,Single,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 564)(sexo Female)(status Single)(adult Adult)(clase Saloon))
565,32,British,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 565)(sexo Male)(status Single)(adult Adult)(clase Saloon))
566,32,British,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 566)(sexo Male)(status Single)(adult Adult)(clase Saloon))
567,76,British,Otros,No,Adult,Female,Saved,Passenger,Saloon,(Pasajero (id 567)(sexo Female)(status Otros)(adult Adult)(clase Saloon))
568,48,British,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 568)(sexo Male)(status Single)(adult Adult)(clase Saloon))
569,29,British,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 569)(sexo Male)(status Married)(adult Adult)(clase Saloon))
571,44,USA,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 571)(sexo Male)(status Married)(adult Adult)(clase Saloon))
572,48,USA,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 572)(sexo Male)(status Married)(adult Adult)(clase Saloon))
573,61,British,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 573)(sexo Male)(status Single)(adult Adult)(clase Saloon))
574,29,Swedish,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 574)(sexo Male)(status Single)(adult Adult)(clase Saloon))
575,32,Swiss,Single,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 575)(sexo Female)(status Single)(adult Adult)(clase Saloon))
576,49,British,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 576)(sexo Male)(status Married)(adult Adult)(clase Saloon))
577,49,British,Single,No,Adult,Female,Saved,Passenger,Saloon,(Pasajero (id 577)(sexo Female)(status Single)(adult Adult)(clase Saloon))
578,31,British,Married,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 578)(sexo Female)(status Married)(adult Adult)(clase Saloon))
579,34,Mexican,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 579)(sexo Male)(status Married)(adult Adult)(clase Saloon))
580,23,British,Married,No,Adult,Female,Saved,Passenger,Saloon,(Pasajero (id 580)(sexo Female)(status Married)(adult Adult)(clase Saloon))
581,40,USA,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 581)(sexo Male)(status Married)(adult Adult)(clase Saloon))
582,43,Greek,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 582)(sexo Male)(status Married)(adult Adult)(clase Saloon))
583,32,Greek,Married,No,Adult,Female,Saved,Passenger,Saloon,(Pasajero (id 583)(sexo Female)(status Married)(adult Adult)(clase Saloon))
584,42,British,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 584)(sexo Male)(status Married)(adult Adult)(clase Saloon))
585,63,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 585)(sexo Male)(status Married)(adult Adult)(clase Saloon))
586,30,British,Single,No,Adult,Female,Saved,Passenger,Saloon,(Pasajero (id 586)(sexo Female)(status Single)(adult Adult)(clase Saloon))
587,35,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 587)(sexo Male)(status Married)(adult Adult)(clase Saloon))
588,5,USA,Single,Si,Minor,Male,Saved,Passenger,Saloon,(Pasajero (id 588)(sexo Male)(status Single)(adult Minor)(clase Saloon))
589,3,USA,Single,Si,Infant,Female,Saved,Passenger,Saloon,(Pasajero (id 589)(sexo Female)(status Single)(adult Infant)(clase Saloon))
590,46,USA,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 590)(sexo Male)(status Married)(adult Adult)(clase Saloon))
591,34,USA,Married,No,Adult,Female,Saved,Passenger,Saloon,(Pasajero (id 591)(sexo Female)(status Married)(adult Adult)(clase Saloon))
592,1,USA,Single,No,Infant,Female,Lost,Passenger,Saloon,(Pasajero (id 592)(sexo Female)(status Single)(adult Infant)(clase Saloon))
593,2,USA,Single,No,Minor,Female,Lost,Passenger,Saloon,(Pasajero (id 593)(sexo Female)(status Single)(adult Minor)(clase Saloon))
594,53,USA,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 594)(sexo Male)(status Married)(adult Adult)(clase Saloon))
595,52,USA,Married,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 595)(sexo Female)(status Married)(adult Adult)(clase Saloon))
596,41,British,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 596)(sexo Male)(status Single)(adult Adult)(clase Saloon))
597,25,British,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 597)(sexo Male)(status Married)(adult Adult)(clase Saloon))
598,26,British,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 598)(sexo Male)(status Single)(adult Adult)(clase Saloon))
599,29,USA,Single,Si,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 599)(sexo Male)(status Single)(adult Adult)(clase Saloon))
600,51,British,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 600)(sexo Male)(status Married)(adult Adult)(clase Saloon))
601,59,British,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 601)(sexo Male)(status Married)(adult Adult)(clase Saloon))
602,59,USA,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 602)(sexo Male)(status Married)(adult Adult)(clase Saloon))
603,58,USA,Married,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 603)(sexo Female)(status Married)(adult Adult)(clase Saloon))
604,30,British,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 604)(sexo Male)(status Single)(adult Adult)(clase Saloon))
605,48,USA,Single,No,Adult,Female,Saved,Passenger,Saloon,(Pasajero (id 605)(sexo Female)(status Single)(adult Adult)(clase Saloon))
606,41,British,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 606)(sexo Male)(status Married)(adult Adult)(clase Saloon))
607,55,British,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 607)(sexo Male)(status Single)(adult Adult)(clase Saloon))
608,33,USA,Married,Si,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 608)(sexo Male)(status Married)(adult Adult)(clase Saloon))
609,36,British,Single,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 609)(sexo Male)(status Single)(adult Adult)(clase Saloon))
610,23,British,Married,Si,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 610)(sexo Male)(status Married)(adult Adult)(clase Saloon))
611,54,USA,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 611)(sexo Male)(status Married)(adult Adult)(clase Saloon))
612,59,USA,Married,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 612)(sexo Female)(status Married)(adult Adult)(clase Saloon))
613,32,USA,Single,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 613)(sexo Female)(status Single)(adult Adult)(clase Saloon))
614,46,British,Single,Si,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 614)(sexo Male)(status Single)(adult Adult)(clase Saloon))
615,34,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 615)(sexo Male)(status Married)(adult Adult)(clase Saloon))
616,32,British,Married,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 616)(sexo Female)(status Married)(adult Adult)(clase Saloon))
617,27,British,Otros,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 617)(sexo Male)(status Otros)(adult Adult)(clase Saloon))
618,23,British,Single,Si,Adult,Female,Saved,Passenger,Saloon,(Pasajero (id 618)(sexo Female)(status Single)(adult Adult)(clase Saloon))
619,56,British,Married,Si,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 619)(sexo Female)(status Married)(adult Adult)(clase Saloon))
620,43,USA,Otros,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 620)(sexo Male)(status Otros)(adult Adult)(clase Saloon))
621,51,USA,Otros,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 621)(sexo Male)(status Otros)(adult Adult)(clase Saloon))
622,44,British,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 622)(sexo Male)(status Married)(adult Adult)(clase Saloon))
623,29,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 623)(sexo Male)(status Married)(adult Adult)(clase Saloon))
624,20,USA,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 624)(sexo Male)(status Single)(adult Adult)(clase Saloon))
625,38,British,Single,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 625)(sexo Female)(status Single)(adult Adult)(clase Saloon))
626,45,USA,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 626)(sexo Male)(status Married)(adult Adult)(clase Saloon))
627,44,USA,Married,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 627)(sexo Female)(status Married)(adult Adult)(clase Saloon))
628,36,USA,Married,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 628)(sexo Female)(status Married)(adult Adult)(clase Saloon))
629,26,USA,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 629)(sexo Male)(status Single)(adult Adult)(clase Saloon))
630,41,USA,Married,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 630)(sexo Male)(status Married)(adult Adult)(clase Saloon))
631,26,British,Single,No,Adult,Male,Saved,Passenger,Saloon,(Pasajero (id 631)(sexo Male)(status Single)(adult Adult)(clase Saloon))
632,39,USA,Married,Si,Adult,Female,Saved,Passenger,Saloon,(Pasajero (id 632)(sexo Female)(status Married)(adult Adult)(clase Saloon))
633,44,USA,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 633)(sexo Male)(status Single)(adult Adult)(clase Saloon))
634,41,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 634)(sexo Male)(status Married)(adult Adult)(clase Saloon))
635,36,USA,Single,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 635)(sexo Male)(status Single)(adult Adult)(clase Saloon))
636,18,British,Single,No,Infant,Male,Lost,Passenger,Saloon,(Pasajero (id 636)(sexo Male)(status Single)(adult Infant)(clase Saloon))
637,64,British,Otros,No,Adult,Female,Lost,Passenger,Saloon,(Pasajero (id 637)(sexo Female)(status Otros)(adult Adult)(clase Saloon))
638,52,British,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 638)(sexo Male)(status Married)(adult Adult)(clase Saloon))
639,43,USA,Married,No,Adult,Male,Lost,Passenger,Saloon,(Pasajero (id 639)(sexo Male)(status Married)(adult Adult)(clase Saloon))
